billing_product_id,attribute_name,attribute_value
BP00532,Access Line ID,AL000532
BP00532,Circuit ID,CIR000532
BP00533,Asset ID,SAS00533
BP00533,Access Line ID,ALX000533
BP00533,Circuit ID,CIR000533
BP00534,Asset ID,SAS00534
BP00534,Access Line ID,AL000534
BP00534,Circuit ID,CIR000534
BP00535,Asset ID,SAS00535
BP00535,Access Line ID,AL000535
BP00535,Circuit ID,CIR000535
BP00536,Asset ID,SAS00536
BP00536,Access Line ID,AL000536
BP00536,Circuit ID,CIR000536
BP00537,Asset ID,SAS00537
BP00537,Access Line ID,AL000537
BP00537,Circuit ID,CIR000537
BP00538,Asset ID,SAS00538
BP00538,Access Line ID,AL000538
BP00538,Circuit ID,CIR000538
BP00539,Asset ID,ORPHAN_AS00539
BP00539,Access Line ID,AL000539
BP00539,Circuit ID,CIR000539
BP00540,Asset ID,SAS00540
BP00540,Access Line ID,AL000540
BP00540,Circuit ID,CIR000540
BP00541,Asset ID,SAS00541
BP00541,Access Line ID,AL000541
BP00541,Circuit ID,CIR000541
BP00542,Asset ID,SAS00542
BP00542,Access Line ID,AL000542
BP00542,Circuit ID,CIR000542
BP00543,Asset ID,SAS00543
BP00543,Access Line ID,AL000543
BP00543,Circuit ID,CIR000543
BP00544,Asset ID,SAS00544
BP00544,Access Line ID,AL000544
BP00544,Circuit ID,CIR000544
BP00545,Asset ID,SAS00545
BP00545,Access Line ID,AL000545
BP00545,Circuit ID,CIR000545
BP00546,Asset ID,SAS00546
BP00546,Access Line ID,AL000546
BP00546,Circuit ID,CIR000546
BP00547,Asset ID,SAS00547
BP00547,Access Line ID,AL000547
BP00547,Circuit ID,CIR000547
BP00548,Asset ID,SAS00548
BP00548,Access Line ID,AL000548
BP00548,Circuit ID,CIR000548
BP00549,Asset ID,ORPHAN_AS00549
BP00549,Access Line ID,ALX000549
BP00549,Circuit ID,CIR000549
BP00550,Asset ID,SAS00550
BP00550,Access Line ID,AL000550
BP00550,Circuit ID,CIR000550
BP00551,Asset ID,SAS00551
BP00551,Access Line ID,AL000551
BP00551,Circuit ID,CIR000551
BP00552,Asset ID,SAS00552
BP00552,Access Line ID,AL000552
BP00552,Circuit ID,CIR000552
BP00553,Asset ID,SAS00553
BP00553,Access Line ID,AL000553
BP00553,Circuit ID,CIR000553
BP00554,Asset ID,SAS00554
BP00554,Access Line ID,AL000554
BP00554,Circuit ID,CIR000554
BP00555,Asset ID,SAS00555
BP00555,Access Line ID,AL000555
BP00555,Circuit ID,CIR000555
BP00556,Asset ID,SAS00556
BP00556,Access Line ID,AL000556
BP00556,Circuit ID,CIR000556
BP00557,Asset ID,SAS00557
BP00557,Access Line ID,AL000557
BP00557,Circuit ID,CIR000557
BP00558,Asset ID,SAS00558
BP00558,Access Line ID,AL000558
BP00558,Circuit ID,CIR000558
BP00559,Asset ID,SAS00559
BP00559,Access Line ID,AL000559
BP00559,Circuit ID,CIR000559
BP00560,Asset ID,SAS00560
BP00560,Access Line ID,AL000560
BP00560,Circuit ID,CIR000560
BP00561,Asset ID,SAS00561
BP00561,Access Line ID,AL000561
BP00561,Circuit ID,CIR000561
BP00562,Asset ID,SAS00562
BP00562,Access Line ID,AL000562
BP00562,Circuit ID,CIR000562
BP00563,Asset ID,SAS00563
BP00563,Access Line ID,AL000563
BP00563,Circuit ID,CIR000563
BP00564,Asset ID,SAS00564
BP00564,Access Line ID,AL000564
BP00564,Circuit ID,CIR000564
BP00565,Asset ID,SAS00565
BP00565,Access Line ID,AL000565
BP00565,Circuit ID,CIR000565
BP00566,Asset ID,SAS00566
BP00566,Access Line ID,AL000566
BP00566,Circuit ID,CIR000566
BP00567,Asset ID,SAS00567
BP00567,Access Line ID,AL000567
BP00567,Circuit ID,CIR000567
BP00568,Asset ID,SAS00568
BP00568,Access Line ID,AL000568
BP00568,Circuit ID,CIR000568
BP00569,Asset ID,SAS00569
BP00569,Access Line ID,AL000569
BP00569,Circuit ID,CIR000569
BP00570,Asset ID,SAS00570
BP00570,Access Line ID,AL000570
BP00570,Circuit ID,CIR000570
BP00571,Asset ID,SAS00571
BP00571,Access Line ID,ALX000571
BP00571,Circuit ID,CIR000571
BP00572,Asset ID,SAS00572
BP00572,Access Line ID,AL000572
BP00572,Circuit ID,CIR000572
BP00573,Asset ID,SAS00573
BP00573,Access Line ID,AL000573
BP00573,Circuit ID,CIR000573
BP00574,Asset ID,SAS00574
BP00574,Access Line ID,AL000574
BP00574,Circuit ID,CIR000574
BP00575,Asset ID,SAS00575
BP00575,Access Line ID,AL000575
BP00575,Circuit ID,CIR000575
BP00576,Asset ID,SAS00576
BP00576,Access Line ID,AL000576
BP00576,Circuit ID,CIR000576
BP00577,Asset ID,SAS00577
BP00577,Access Line ID,AL000577
BP00577,Circuit ID,CIR000577
BP00578,Asset ID,SAS00578
BP00578,Access Line ID,AL000578
BP00578,Circuit ID,CIR000578
BP00579,Asset ID,SAS00579
BP00579,Access Line ID,AL000579
BP00579,Circuit ID,CIR000579
BP00580,Asset ID,SAS00580
BP00580,Access Line ID,AL000580
BP00580,Circuit ID,CIR000580
BP00581,Asset ID,SAS00581
BP00581,Access Line ID,AL000581
BP00581,Circuit ID,CIR000581
BP00582,Asset ID,SAS00582
BP00582,Access Line ID,ALX000582
BP00582,Circuit ID,CIR000582
BP00583,Asset ID,SAS00583
BP00583,Access Line ID,AL000583
BP00583,Circuit ID,CIR000583
BP00584,Asset ID,SAS00584
BP00584,Access Line ID,AL000584
BP00584,Circuit ID,CIR000584
BP00585,Asset ID,ORPHAN_AS00585
BP00585,Access Line ID,AL000585
BP00585,Circuit ID,CIR000585
BP00586,Asset ID,SAS00586
BP00586,Access Line ID,AL000586
BP00586,Circuit ID,CIR000586
BP00587,Asset ID,SAS00587
BP00587,Access Line ID,AL000587
BP00587,Circuit ID,CIR000587
BP00588,Asset ID,SAS00588
BP00588,Access Line ID,AL000588
BP00588,Circuit ID,CIR000588
BP00589,Asset ID,ORPHAN_AS00589
BP00589,Access Line ID,AL000589
BP00589,Circuit ID,CIR000589
BP00590,Asset ID,SAS00590
BP00590,Access Line ID,AL000590
BP00590,Circuit ID,CIR000590
BP00591,Asset ID,ORPHAN_AS00591
BP00591,Access Line ID,AL000591
BP00591,Circuit ID,CIR000591
BP00592,Asset ID,SAS00592
BP00592,Access Line ID,ALX000592
BP00592,Circuit ID,CIR000592
BP00593,Asset ID,SAS00593
BP00593,Access Line ID,AL000593
BP00593,Circuit ID,CIR000593
BP00594,Asset ID,SAS00594
BP00594,Access Line ID,AL000594
BP00594,Circuit ID,CIR000594
BP00595,Asset ID,SAS00595
BP00595,Access Line ID,AL000595
BP00595,Circuit ID,CIR000595
BP00596,Asset ID,SAS00596
BP00596,Access Line ID,AL000596
BP00596,Circuit ID,CIR000596
BP00597,Asset ID,SAS00597
BP00597,Access Line ID,AL000597
BP00597,Circuit ID,CIR000597
BP00598,Asset ID,SAS00598
BP00598,Access Line ID,AL000598
BP00598,Circuit ID,CIR000598
BP00599,Asset ID,SAS00599
BP00599,Access Line ID,AL000599
BP00599,Circuit ID,CIR000599
BP00600,Asset ID,ORPHAN_AS00600
BP00600,Access Line ID,AL000600
BP00600,Circuit ID,CIR000600
BP00601,Asset ID,SAS00601
BP00601,Access Line ID,ALX000601
BP00601,Circuit ID,CIR000601
BP00602,Asset ID,SAS00602
BP00602,Access Line ID,AL000602
BP00602,Circuit ID,CIR000602
BP00603,Asset ID,SAS00603
BP00603,Access Line ID,AL000603
BP00603,Circuit ID,CIR000603
BP00604,Asset ID,SAS00604
BP00604,Access Line ID,AL000604
BP00604,Circuit ID,CIR000604
BP00605,Asset ID,SAS00605
BP00605,Access Line ID,AL000605
BP00605,Circuit ID,CIR000605
BP00606,Asset ID,SAS00606
BP00606,Access Line ID,AL000606
BP00606,Circuit ID,CIR000606
BP00607,Asset ID,SAS00607
BP00607,Access Line ID,AL000607
BP00607,Circuit ID,CIR000607
BP00608,Asset ID,SAS00608
BP00608,Access Line ID,AL000608
BP00608,Circuit ID,CIR000608
BP00609,Asset ID,SAS00609
BP00609,Access Line ID,AL000609
BP00609,Circuit ID,CIR000609
BP00610,Asset ID,SAS00610
BP00610,Access Line ID,AL000610
BP00610,Circuit ID,CIR000610
BP00611,Asset ID,SAS00611
BP00611,Access Line ID,AL000611
BP00611,Circuit ID,CIR000611
BP00612,Asset ID,SAS00612
BP00612,Access Line ID,AL000612
BP00612,Circuit ID,CIR000612
BP00613,Asset ID,SAS00613
BP00613,Access Line ID,AL000613
BP00613,Circuit ID,CIR000613
BP00614,Asset ID,SAS00614
BP00614,Access Line ID,AL000614
BP00614,Circuit ID,CIR000614
BP00615,Asset ID,SAS00615
BP00615,Access Line ID,AL000615
BP00615,Circuit ID,CIR000615
BP00616,Asset ID,SAS00616
BP00616,Access Line ID,AL000616
BP00616,Circuit ID,CIR000616
BP00617,Asset ID,SAS00617
BP00617,Access Line ID,AL000617
BP00617,Circuit ID,CIR000617
BP00618,Asset ID,SAS00618
BP00618,Access Line ID,AL000618
BP00618,Circuit ID,CIR000618
BP00619,Asset ID,SAS00619
BP00619,Access Line ID,AL000619
BP00619,Circuit ID,CIR000619
BP00620,Asset ID,SAS00620
BP00620,Access Line ID,AL000620
BP00620,Circuit ID,CIR000620
BP00621,Asset ID,SAS00621
BP00621,Access Line ID,AL000621
BP00621,Circuit ID,CIR000621
BP00622,Asset ID,ORPHAN_AS00622
BP00622,Access Line ID,AL000622
BP00622,Circuit ID,CIR000622
BP00623,Asset ID,SAS00623
BP00623,Access Line ID,AL000623
BP00623,Circuit ID,CIR000623
BP00624,Asset ID,SAS00624
BP00624,Access Line ID,AL000624
BP00624,Circuit ID,CIR000624
BP00625,Asset ID,SAS00625
BP00625,Access Line ID,AL000625
BP00625,Circuit ID,CIR000625
BP00626,Asset ID,ORPHAN_AS00626
BP00626,Access Line ID,AL000626
BP00626,Circuit ID,CIR000626
BP00627,Asset ID,SAS00627
BP00627,Access Line ID,AL000627
BP00627,Circuit ID,CIR000627
BP00628,Asset ID,SAS00628
BP00628,Access Line ID,AL000628
BP00628,Circuit ID,CIR000628
BP00629,Asset ID,ORPHAN_AS00629
BP00629,Access Line ID,AL000629
BP00629,Circuit ID,CIR000629
BP00630,Asset ID,SAS00630
BP00630,Access Line ID,AL000630
BP00630,Circuit ID,CIR000630
BP00631,Asset ID,SAS00631
BP00631,Access Line ID,AL000631
BP00631,Circuit ID,CIR000631
BP00632,Asset ID,SAS00632
BP00632,Access Line ID,AL000632
BP00632,Circuit ID,CIR000632
BP00633,Asset ID,SAS00633
BP00633,Access Line ID,AL000633
BP00633,Circuit ID,CIR000633
BP00634,Asset ID,SAS00634
BP00634,Access Line ID,AL000634
BP00634,Circuit ID,CIR000634
BP00635,Asset ID,SAS00635
BP00635,Access Line ID,AL000635
BP00635,Circuit ID,CIR000635
BP00636,Asset ID,SAS00636
BP00636,Access Line ID,AL000636
BP00636,Circuit ID,CIR000636
BP00637,Asset ID,ORPHAN_AS00637
BP00637,Access Line ID,AL000637
BP00637,Circuit ID,CIR000637
BP00638,Asset ID,SAS00638
BP00638,Access Line ID,AL000638
BP00638,Circuit ID,CIR000638
BP00639,Asset ID,SAS00639
BP00639,Access Line ID,AL000639
BP00639,Circuit ID,CIR000639
BP00640,Asset ID,ORPHAN_AS00640
BP00640,Access Line ID,AL000640
BP00640,Circuit ID,CIR000640
BP00641,Asset ID,SAS00641
BP00641,Access Line ID,AL000641
BP00641,Circuit ID,CIR000641
BP00642,Asset ID,SAS00642
BP00642,Access Line ID,AL000642
BP00642,Circuit ID,CIR000642
BP00643,Asset ID,ORPHAN_AS00643
BP00643,Access Line ID,AL000643
BP00643,Circuit ID,CIR000643
BP00644,Asset ID,SAS00644
BP00644,Access Line ID,AL000644
BP00644,Circuit ID,CIR000644
BP00645,Asset ID,SAS00645
BP00645,Access Line ID,AL000645
BP00645,Circuit ID,CIR000645
BP00646,Asset ID,SAS00646
BP00646,Access Line ID,ALX000646
BP00646,Circuit ID,CIR000646
BP00647,Asset ID,SAS00647
BP00647,Access Line ID,AL000647
BP00647,Circuit ID,CIR000647
BP00648,Asset ID,SAS00648
BP00648,Access Line ID,ALX000648
BP00648,Circuit ID,CIR000648
BP00649,Asset ID,SAS00649
BP00649,Access Line ID,AL000649
BP00649,Circuit ID,CIR000649
BP00650,Asset ID,SAS00650
BP00650,Access Line ID,ALX000650
BP00650,Circuit ID,CIR000650
BP00651,Asset ID,SAS00651
BP00651,Access Line ID,AL000651
BP00651,Circuit ID,CIR000651
BP00652,Asset ID,SAS00652
BP00652,Access Line ID,AL000652
BP00652,Circuit ID,CIR000652
BP00653,Asset ID,SAS00653
BP00653,Access Line ID,AL000653
BP00653,Circuit ID,CIR000653
BP00654,Asset ID,SAS00654
BP00654,Access Line ID,AL000654
BP00654,Circuit ID,CIR000654
BP00655,Asset ID,SAS00655
BP00655,Access Line ID,AL000655
BP00655,Circuit ID,CIR000655
BP00656,Asset ID,SAS00656
BP00656,Access Line ID,ALX000656
BP00656,Circuit ID,CIR000656
BP00657,Asset ID,SAS00657
BP00657,Access Line ID,AL000657
BP00657,Circuit ID,CIR000657
BP00658,Asset ID,SAS00658
BP00658,Access Line ID,AL000658
BP00658,Circuit ID,CIR000658
BP00659,Asset ID,SAS00659
BP00659,Access Line ID,AL000659
BP00659,Circuit ID,CIR000659
BP00660,Asset ID,SAS00660
BP00660,Access Line ID,AL000660
BP00660,Circuit ID,CIR000660
BP00661,Asset ID,SAS00661
BP00661,Access Line ID,AL000661
BP00661,Circuit ID,CIR000661
BP00662,Asset ID,SAS00662
BP00662,Access Line ID,AL000662
BP00662,Circuit ID,CIR000662
BP00663,Asset ID,SAS00663
BP00663,Access Line ID,AL000663
BP00663,Circuit ID,CIR000663
BP00664,Asset ID,ORPHAN_AS00664
BP00664,Access Line ID,AL000664
BP00664,Circuit ID,CIR000664
BP00665,Asset ID,SAS00665
BP00665,Access Line ID,AL000665
BP00665,Circuit ID,CIR000665
BP00666,Asset ID,SAS00666
BP00666,Access Line ID,AL000666
BP00666,Circuit ID,CIR000666
BP00667,Asset ID,ORPHAN_AS00667
BP00667,Access Line ID,AL000667
BP00667,Circuit ID,CIR000667
BP00668,Asset ID,SAS00668
BP00668,Access Line ID,AL000668
BP00668,Circuit ID,CIR000668
BP00669,Asset ID,SAS00669
BP00669,Access Line ID,AL000669
BP00669,Circuit ID,CIR000669
BP00670,Asset ID,SAS00670
BP00670,Access Line ID,AL000670
BP00670,Circuit ID,CIR000670
BP00671,Asset ID,SAS00671
BP00671,Access Line ID,AL000671
BP00671,Circuit ID,CIR000671
BP00672,Asset ID,SAS00672
BP00672,Access Line ID,AL000672
BP00672,Circuit ID,CIR000672
BP00673,Asset ID,SAS00673
BP00673,Access Line ID,AL000673
BP00673,Circuit ID,CIR000673
BP00674,Asset ID,SAS00674
BP00674,Access Line ID,AL000674
BP00674,Circuit ID,CIR000674
BP00675,Asset ID,SAS00675
BP00675,Access Line ID,AL000675
BP00675,Circuit ID,CIR000675
BP00676,Asset ID,SAS00676
BP00676,Access Line ID,AL000676
BP00676,Circuit ID,CIR000676
BP00677,Asset ID,SAS00677
BP00677,Access Line ID,AL000677
BP00677,Circuit ID,CIR000677
BP00678,Asset ID,SAS00678
BP00678,Access Line ID,AL000678
BP00678,Circuit ID,CIR000678
BP00679,Asset ID,SAS00679
BP00679,Access Line ID,AL000679
BP00679,Circuit ID,CIR000679
BP00680,Asset ID,SAS00680
BP00680,Access Line ID,AL000680
BP00680,Circuit ID,CIR000680
BP00681,Asset ID,SAS00681
BP00681,Access Line ID,AL000681
BP00681,Circuit ID,CIR000681
BP00682,Asset ID,SAS00682
BP00682,Access Line ID,AL000682
BP00682,Circuit ID,CIR000682
BP00683,Asset ID,SAS00683
BP00683,Access Line ID,AL000683
BP00683,Circuit ID,CIR000683
BP00684,Asset ID,ORPHAN_AS00684
BP00684,Access Line ID,AL000684
BP00684,Circuit ID,CIR000684
BP00685,Asset ID,SAS00685
BP00685,Access Line ID,AL000685
BP00685,Circuit ID,CIR000685
BP00686,Asset ID,SAS00686
BP00686,Access Line ID,AL000686
BP00686,Circuit ID,CIR000686
BP00687,Asset ID,SAS00687
BP00687,Access Line ID,ALX000687
BP00687,Circuit ID,CIR000687
BP00688,Asset ID,SAS00688
BP00688,Access Line ID,AL000688
BP00688,Circuit ID,CIR000688
BP00689,Asset ID,SAS00689
BP00689,Access Line ID,AL000689
BP00689,Circuit ID,CIR000689
BP00690,Asset ID,SAS00690
BP00690,Access Line ID,AL000690
BP00690,Circuit ID,CIR000690
BP00691,Asset ID,SAS00691
BP00691,Access Line ID,AL000691
BP00691,Circuit ID,CIR000691
BP00692,Asset ID,SAS00692
BP00692,Access Line ID,AL000692
BP00692,Circuit ID,CIR000692
BP00693,Asset ID,SAS00693
BP00693,Access Line ID,AL000693
BP00693,Circuit ID,CIR000693
BP00694,Asset ID,SAS00694
BP00694,Access Line ID,AL000694
BP00694,Circuit ID,CIR000694
BP00695,Asset ID,SAS00695
BP00695,Access Line ID,ALX000695
BP00695,Circuit ID,CIR000695
BP00696,Asset ID,SAS00696
BP00696,Access Line ID,AL000696
BP00696,Circuit ID,CIR000696
BP00697,Asset ID,SAS00697
BP00697,Access Line ID,AL000697
BP00697,Circuit ID,CIR000697
BP00698,Asset ID,SAS00698
BP00698,Access Line ID,AL000698
BP00698,Circuit ID,CIR000698
BP00699,Asset ID,ORPHAN_AS00699
BP00699,Access Line ID,AL000699
BP00699,Circuit ID,CIR000699
BP00700,Asset ID,SAS00700
BP00700,Access Line ID,AL000700
BP00700,Circuit ID,CIR000700
BP00701,Asset ID,SAS00701
BP00701,Access Line ID,AL000701
BP00701,Circuit ID,CIR000701
BP00702,Asset ID,SAS00702
BP00702,Access Line ID,AL000702
BP00702,Circuit ID,CIR000702
BP00703,Asset ID,SAS00703
BP00703,Access Line ID,AL000703
BP00703,Circuit ID,CIR000703
BP00704,Asset ID,SAS00704
BP00704,Access Line ID,ALX000704
BP00704,Circuit ID,CIR000704
BP00705,Asset ID,SAS00705
BP00705,Access Line ID,AL000705
BP00705,Circuit ID,CIR000705
BP00706,Asset ID,SAS00706
BP00706,Access Line ID,AL000706
BP00706,Circuit ID,CIR000706
BP00707,Asset ID,SAS00707
BP00707,Access Line ID,ALX000707
BP00707,Circuit ID,CIR000707
BP00708,Asset ID,SAS00708
BP00708,Access Line ID,AL000708
BP00708,Circuit ID,CIR000708
BP00709,Asset ID,SAS00709
BP00709,Access Line ID,AL000709
BP00709,Circuit ID,CIR000709
BP00710,Asset ID,SAS00710
BP00710,Access Line ID,AL000710
BP00710,Circuit ID,CIR000710
BP00711,Asset ID,SAS00711
BP00711,Access Line ID,AL000711
BP00711,Circuit ID,CIR000711
BP00712,Asset ID,SAS00712
BP00712,Access Line ID,AL000712
BP00712,Circuit ID,CIR000712
BP00713,Asset ID,SAS00713
BP00713,Access Line ID,AL000713
BP00713,Circuit ID,CIR000713
BP00714,Asset ID,SAS00714
BP00714,Access Line ID,AL000714
BP00714,Circuit ID,CIR000714
BP00715,Asset ID,SAS00715
BP00715,Access Line ID,AL000715
BP00715,Circuit ID,CIR000715
BP00716,Asset ID,SAS00716
BP00716,Access Line ID,AL000716
BP00716,Circuit ID,CIR000716
BP00717,Asset ID,SAS00717
BP00717,Access Line ID,AL000717
BP00717,Circuit ID,CIR000717
BP00718,Asset ID,SAS00718
BP00718,Access Line ID,AL000718
BP00718,Circuit ID,CIR000718
BP00719,Asset ID,SAS00719
BP00719,Access Line ID,AL000719
BP00719,Circuit ID,CIR000719
BP00720,Asset ID,SAS00720
BP00720,Access Line ID,AL000720
BP00720,Circuit ID,CIR000720
BP00721,Asset ID,ORPHAN_AS00721
BP00721,Access Line ID,AL000721
BP00721,Circuit ID,CIR000721
BP00722,Asset ID,SAS00722
BP00722,Access Line ID,ALX000722
BP00722,Circuit ID,CIR000722
BP00723,Asset ID,SAS00723
BP00723,Access Line ID,AL000723
BP00723,Circuit ID,CIR000723
BP00724,Asset ID,SAS00724
BP00724,Access Line ID,AL000724
BP00724,Circuit ID,CIR000724
BP00725,Asset ID,ORPHAN_AS00725
BP00725,Access Line ID,AL000725
BP00725,Circuit ID,CIR000725
BP00726,Asset ID,SAS00726
BP00726,Access Line ID,AL000726
BP00726,Circuit ID,CIR000726
BP00727,Asset ID,ORPHAN_AS00727
BP00727,Access Line ID,AL000727
BP00727,Circuit ID,CIR000727
BP00728,Asset ID,ORPHAN_AS00728
BP00728,Access Line ID,AL000728
BP00728,Circuit ID,CIR000728
BP00729,Asset ID,SAS00729
BP00729,Access Line ID,AL000729
BP00729,Circuit ID,CIR000729
BP00730,Asset ID,SAS00730
BP00730,Access Line ID,AL000730
BP00730,Circuit ID,CIR000730
BP00731,Asset ID,SAS00731
BP00731,Access Line ID,AL000731
BP00731,Circuit ID,CIR000731
BP00732,Asset ID,SAS00732
BP00732,Access Line ID,ALX000732
BP00732,Circuit ID,CIR000732
BP00733,Asset ID,SAS00733
BP00733,Access Line ID,AL000733
BP00733,Circuit ID,CIR000733
BP00734,Asset ID,SAS00734
BP00734,Access Line ID,AL000734
BP00734,Circuit ID,CIR000734
BP00735,Asset ID,SAS00735
BP00735,Access Line ID,AL000735
BP00735,Circuit ID,CIR000735
BP00736,Asset ID,SAS00736
BP00736,Access Line ID,AL000736
BP00736,Circuit ID,CIR000736
BP00737,Asset ID,SAS00737
BP00737,Access Line ID,AL000737
BP00737,Circuit ID,CIR000737
BP00738,Asset ID,SAS00738
BP00738,Access Line ID,AL000738
BP00738,Circuit ID,CIR000738
BP00739,Asset ID,SAS00739
BP00739,Access Line ID,AL000739
BP00739,Circuit ID,CIR000739
BP00740,Asset ID,SAS00740
BP00740,Access Line ID,AL000740
BP00740,Circuit ID,CIR000740
BP00741,Asset ID,SAS00741
BP00741,Access Line ID,AL000741
BP00741,Circuit ID,CIR000741
BP00742,Asset ID,SAS00742
BP00742,Access Line ID,AL000742
BP00742,Circuit ID,CIR000742
BP00743,Asset ID,SAS00743
BP00743,Access Line ID,AL000743
BP00743,Circuit ID,CIR000743
BP00744,Asset ID,SAS00744
BP00744,Access Line ID,AL000744
BP00744,Circuit ID,CIR000744
BP00745,Asset ID,SAS00745
BP00745,Access Line ID,AL000745
BP00745,Circuit ID,CIR000745
BP00746,Asset ID,SAS00746
BP00746,Access Line ID,AL000746
BP00746,Circuit ID,CIR000746
BP00747,Asset ID,SAS00747
BP00747,Access Line ID,AL000747
BP00747,Circuit ID,CIR000747
BP00748,Asset ID,SAS00748
BP00748,Access Line ID,ALX000748
BP00748,Circuit ID,CIR000748
BP00749,Asset ID,SAS00749
BP00749,Access Line ID,AL000749
BP00749,Circuit ID,CIR000749
BP00750,Asset ID,ORPHAN_AS00750
BP00750,Access Line ID,AL000750
BP00750,Circuit ID,CIR000750
BP00751,Asset ID,SAS00751
BP00751,Access Line ID,AL000751
BP00751,Circuit ID,CIR000751
BP00752,Asset ID,ORPHAN_AS00752
BP00752,Access Line ID,AL000752
BP00752,Circuit ID,CIR000752
BP00753,Asset ID,SAS00753
BP00753,Access Line ID,AL000753
BP00753,Circuit ID,CIR000753
BP00754,Asset ID,SAS00754
BP00754,Access Line ID,AL000754
BP00754,Circuit ID,CIR000754
BP00755,Asset ID,SAS00755
BP00755,Access Line ID,AL000755
BP00755,Circuit ID,CIR000755
BP00756,Asset ID,SAS00756
BP00756,Access Line ID,AL000756
BP00756,Circuit ID,CIR000756
BP00757,Asset ID,SAS00757
BP00757,Access Line ID,AL000757
BP00757,Circuit ID,CIR000757
BP00758,Asset ID,SAS00758
BP00758,Access Line ID,AL000758
BP00758,Circuit ID,CIR000758
BP00759,Asset ID,SAS00759
BP00759,Access Line ID,AL000759
BP00759,Circuit ID,CIR000759
BP00760,Asset ID,SAS00760
BP00760,Access Line ID,AL000760
BP00760,Circuit ID,CIR000760
BP00761,Asset ID,SAS00761
BP00761,Access Line ID,AL000761
BP00761,Circuit ID,CIR000761
BP00762,Asset ID,SAS00762
BP00762,Access Line ID,AL000762
BP00762,Circuit ID,CIR000762
BP00763,Asset ID,SAS00763
BP00763,Access Line ID,AL000763
BP00763,Circuit ID,CIR000763
BP00764,Asset ID,SAS00764
BP00764,Access Line ID,AL000764
BP00764,Circuit ID,CIR000764
BP00765,Asset ID,SAS00765
BP00765,Access Line ID,AL000765
BP00765,Circuit ID,CIR000765
BP00766,Asset ID,SAS00766
BP00766,Access Line ID,AL000766
BP00766,Circuit ID,CIR000766
BP00767,Asset ID,SAS00767
BP00767,Access Line ID,AL000767
BP00767,Circuit ID,CIR000767
BP00768,Asset ID,ORPHAN_AS00768
BP00768,Access Line ID,AL000768
BP00768,Circuit ID,CIR000768
BP00769,Asset ID,SAS00769
BP00769,Access Line ID,AL000769
BP00769,Circuit ID,CIR000769
BP00770,Asset ID,SAS00770
BP00770,Access Line ID,AL000770
BP00770,Circuit ID,CIR000770
BP00771,Asset ID,SAS00771
BP00771,Access Line ID,AL000771
BP00771,Circuit ID,CIR000771
BP00772,Asset ID,SAS00772
BP00772,Access Line ID,AL000772
BP00772,Circuit ID,CIR000772
BP00773,Asset ID,SAS00773
BP00773,Access Line ID,AL000773
BP00773,Circuit ID,CIR000773
BP00774,Asset ID,SAS00774
BP00774,Access Line ID,ALX000774
BP00774,Circuit ID,CIR000774
BP00775,Asset ID,SAS00775
BP00775,Access Line ID,AL000775
BP00775,Circuit ID,CIR000775
BP00776,Asset ID,SAS00776
BP00776,Access Line ID,AL000776
BP00776,Circuit ID,CIR000776
BP00777,Asset ID,SAS00777
BP00777,Access Line ID,AL000777
BP00777,Circuit ID,CIR000777
BP00778,Asset ID,SAS00778
BP00778,Access Line ID,ALX000778
BP00778,Circuit ID,CIR000778
BP00779,Asset ID,SAS00779
BP00779,Access Line ID,AL000779
BP00779,Circuit ID,CIR000779
BP00780,Asset ID,ORPHAN_AS00780
BP00780,Access Line ID,AL000780
BP00780,Circuit ID,CIR000780
BP00781,Asset ID,SAS00781
BP00781,Access Line ID,AL000781
BP00781,Circuit ID,CIR000781
BP00782,Asset ID,SAS00782
BP00782,Access Line ID,AL000782
BP00782,Circuit ID,CIR000782
BP00783,Asset ID,SAS00783
BP00783,Access Line ID,AL000783
BP00783,Circuit ID,CIR000783
BP00784,Asset ID,SAS00784
BP00784,Access Line ID,AL000784
BP00784,Circuit ID,CIR000784
BP00785,Asset ID,SAS00785
BP00785,Access Line ID,AL000785
BP00785,Circuit ID,CIR000785
BP00786,Asset ID,SAS00786
BP00786,Access Line ID,AL000786
BP00786,Circuit ID,CIR000786
BP00787,Asset ID,SAS00787
BP00787,Access Line ID,AL000787
BP00787,Circuit ID,CIR000787
BP00788,Asset ID,SAS00788
BP00788,Access Line ID,AL000788
BP00788,Circuit ID,CIR000788
BP00789,Asset ID,SAS00789
BP00789,Access Line ID,AL000789
BP00789,Circuit ID,CIR000789
BP00790,Asset ID,SAS00790
BP00790,Access Line ID,AL000790
BP00790,Circuit ID,CIR000790
BP00791,Asset ID,SAS00791
BP00791,Access Line ID,AL000791
BP00791,Circuit ID,CIR000791
BP00792,Asset ID,SAS00792
BP00792,Access Line ID,AL000792
BP00792,Circuit ID,CIR000792
BP00793,Asset ID,SAS00793
BP00793,Access Line ID,AL000793
BP00793,Circuit ID,CIR000793
BP00794,Asset ID,SAS00794
BP00794,Access Line ID,AL000794
BP00794,Circuit ID,CIR000794
BP00795,Asset ID,SAS00795
BP00795,Access Line ID,AL000795
BP00795,Circuit ID,CIR000795
BP00796,Asset ID,SAS00796
BP00796,Access Line ID,AL000796
BP00796,Circuit ID,CIR000796
BP00797,Asset ID,SAS00797
BP00797,Access Line ID,AL000797
BP00797,Circuit ID,CIR000797
