css_service_id,css_customer_id,standard_product_code,css_product_code,css_product_name,product_family,service_status,activation_date
SAS00441,CSSC00499,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2023-10-10
SAS00442,CSSC00190,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2023-10-24
SAS00443,CSSC00607,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2024-06-29
SAS00444,CSSC00966,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2023-06-02
SAS00445,CSSC00903,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,2025-01-20
SAS00446,CSSC00844,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2025-02-02
SAS00447,CSSC00327,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2023-01-06
SAS00448,CSSC00865,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2023-01-01
CSSS00449,CSSC00752,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2024-03-25
SAS00450,CSSC00420,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2023-12-18
SAS00451,CSSC00868,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Pending,2025-10-27
SAS00452,CSSC00336,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,2024-07-27
SAS00453,CSSC00533,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Ceased,2025-11-24
SAS00454,CSSC00735,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2025-05-09
SAS00455,CSSC00556,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Inactive,2025-02-03
SAS00456,CSSC00806,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2023-05-01
CSSS00457,CSSC00999,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2025-08-07
SAS00458,CSSC00836,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2025-05-25
SAS00459,CSSC00762,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Ceased,2025-06-21
CSSS00460,CSSC00205,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2025-05-31
SAS00461,CSSC00005,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2023-06-27
SAS00462,CSSC00320,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2024-08-23
SAS00463,CSSC00817,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2024-03-12
SAS00464,CSSC00135,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2025-08-25
CSSS00465,CSSC00751,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2025-11-20
SAS00466,CSSC00208,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Inactive,2023-06-19
CSSS00467,CSSC00793,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2023-04-03
SAS00468,CSSC00680,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2024-01-11
SAS00469,CSSC00219,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Inactive,2025-01-07
SAS00470,CSSC00903,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2023-11-07
SAS00471,CSSC00883,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2023-03-21
SAS00472,CSSC00603,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Pending,2024-05-29
SAS00473,CSSC00516,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2023-12-29
SAS00474,CSSC00944,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Ceased,2024-09-02
SAS00475,CSSC00049,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2025-06-28
SAS00476,CSSC00403,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2024-12-22
SAS00477,CSSC00164,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2023-01-20
SAS00478,CSSC00342,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2023-03-29
CSSS00479,CSSC00749,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Pending,2023-07-28
SAS00480,CSSC00086,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2025-11-05
CSSS00481,CSSC00704,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2024-08-27
CSSS00482,CSSC00399,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2023-12-11
SAS00483,CSSC00636,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2024-07-02
SAS00484,CSSC00182,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Ceased,2023-10-04
SAS00485,CSSC00804,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2023-05-02
SAS00486,CSSC00778,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Ceased,2023-06-11
SAS00487,CSSC00884,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2024-12-11
SAS00488,CSSC00703,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2024-11-26
SAS00489,CSSC00979,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2025-06-26
SAS00490,CSSC00475,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2024-12-25
SAS00491,CSSC00375,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,2023-05-15
SAS00492,CSSC00295,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2024-09-14
SAS00493,CSSC00707,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2024-07-22
SAS00494,CSSC00900,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2024-08-05
SAS00495,CSSC00642,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2024-03-29
SAS00496,CSSC00631,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2025-01-05
SAS00497,CSSC00932,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2023-10-28
CSSS00498,CSSC00035,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Pending,2023-01-27
SAS00499,CSSC00439,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Ceased,2023-05-01
SAS00500,CSSC00450,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2024-05-09
SAS00501,CSSC00712,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2024-03-22
SAS00502,CSSC00296,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2025-02-06
SAS00503,CSSC00403,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2023-11-18
SAS00504,CSSC00165,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Inactive,2023-05-30
SAS00505,CSSC00321,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,2024-01-12
SAS00506,CSSC00261,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2024-01-18
CSSS00507,CSSC00798,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Inactive,2024-09-22
SAS00508,CSSC00016,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2023-03-23
SAS00509,CSSC00860,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2023-01-12
SAS00510,CSSC00570,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2024-05-12
CSSS00511,CSSC00120,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2024-03-26
SAS00512,CSSC00007,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2025-07-23
SAS00513,CSSC00577,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Pending,2025-07-12
CSSS00514,CSSC00191,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2025-05-17
SAS00515,CSSC00237,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2024-01-02
SAS00516,CSSC00145,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2024-01-18
SAS00517,CSSC00475,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2023-09-16
SAS00518,CSSC00094,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Inactive,2024-04-07
SAS00519,CSSC00186,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2023-12-11
SAS00520,CSSC00743,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2025-12-10
SAS00521,CSSC00932,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2025-01-19
CSSS00522,CSSC00792,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2026-01-01
SAS00523,CSSC00084,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,2025-08-07
SAS00524,CSSC00721,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2025-11-24
SAS00525,CSSC00792,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2025-12-31
SAS00526,CSSC00879,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2025-02-07
SAS00527,CSSC00931,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Ceased,2025-11-08
SAS00528,CSSC00319,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2025-11-18
SAS00529,CSSC00489,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2024-03-13
SAS00530,CSSC00641,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Pending,2023-10-05
CSSS00531,CSSC00259,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2024-07-24
SAS00532,CSSC00947,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2023-08-13
SAS00533,CSSC00980,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2024-02-06
SAS00534,CSSC00754,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2023-03-15
SAS00535,CSSC00284,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2024-03-24
SAS00536,CSSC00450,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Inactive,2023-09-18
SAS00537,CSSC00382,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2023-09-25
CSSS00538,CSSC00908,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2024-02-08
SAS00539,CSSC00059,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Inactive,2024-04-17
SAS00540,CSSC00471,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Ceased,2023-07-16
CSSS00541,CSSC00787,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2023-11-28
SAS00542,CSSC00700,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2023-06-01
CSSS00543,CSSC00623,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Ceased,2025-12-23
SAS00544,CSSC00030,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Inactive,2024-07-19
SAS00545,CSSC00167,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2024-02-20
SAS00546,CSSC00015,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2025-01-24
SAS00547,CSSC00993,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2023-03-25
SAS00548,CSSC00953,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2025-03-17
SAS00549,CSSC00596,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2024-06-05
SAS00550,CSSC00989,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Pending,2024-09-19
SAS00551,CSSC00231,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2024-09-11
SAS00552,CSSC00465,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Inactive,2025-02-28
CSSS00553,CSSC00121,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Pending,2024-06-07
SAS00554,CSSC00141,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2024-10-18
SAS00555,CSSC00696,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2023-03-22
SAS00556,CSSC00609,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2025-04-14
SAS00557,CSSC00319,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2025-02-17
SAS00558,CSSC00347,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,2024-07-30
SAS00559,CSSC00192,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2025-01-16
SAS00560,CSSC00267,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,2023-03-13
SAS00561,CSSC00081,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2025-12-19
SAS00562,CSSC00737,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Inactive,2025-03-10
SAS00563,CSSC00276,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Inactive,2025-04-02
SAS00564,CSSC00817,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2024-11-18
SAS00565,CSSC00246,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2024-07-08
SAS00566,CSSC00609,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2023-05-11
CSSS00567,CSSC00130,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2025-01-27
SAS00568,CSSC00009,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Ceased,2024-09-19
SAS00569,CSSC00190,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2024-10-23
SAS00570,CSSC00391,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Inactive,2024-01-08
SAS00571,CSSC00014,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Pending,2023-10-07
SAS00572,CSSC00603,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2025-02-27
SAS00573,CSSC00054,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Pending,2024-02-05
SAS00574,CSSC00964,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2024-10-10
CSSS00575,CSSC00830,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2024-03-26
SAS00576,CSSC00107,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2023-02-07
CSSS00577,CSSC00749,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,2024-12-30
CSSS00578,CSSC00124,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2025-07-03
SAS00579,CSSC00288,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2024-07-26
SAS00580,CSSC00911,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Inactive,2024-06-15
SAS00581,CSSC00912,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2025-10-15
SAS00582,CSSC00891,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Inactive,2023-02-21
SAS00583,CSSC00350,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Inactive,2024-03-31
SAS00584,CSSC00136,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2024-10-25
CSSS00585,CSSC00004,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Ceased,2023-04-06
SAS00586,CSSC00366,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Inactive,2026-01-04
SAS00587,CSSC00377,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2023-04-04
SAS00588,CSSC00496,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2023-09-20
SAS00589,CSSC00475,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Ceased,2023-09-03
SAS00590,CSSC00233,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2023-09-10
SAS00591,CSSC00408,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2023-06-27
SAS00592,CSSC00036,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2024-12-09
SAS00593,CSSC00795,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Ceased,2023-02-24
SAS00594,CSSC00744,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2024-05-19
SAS00595,CSSC00990,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Inactive,2024-03-12
SAS00596,CSSC00155,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2025-06-25
SAS00597,CSSC00916,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2023-01-03
SAS00598,CSSC00708,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,2024-03-30
SAS00599,CSSC00233,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2024-12-17
SAS00600,CSSC00094,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2025-07-29
SAS00601,CSSC00622,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Pending,2025-11-01
SAS00602,CSSC00205,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2025-10-03
SAS00603,CSSC00363,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Pending,2024-03-31
SAS00604,CSSC00574,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2023-07-03
SAS00605,CSSC00813,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2024-06-20
SAS00606,CSSC00413,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2024-06-21
SAS00607,CSSC00994,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Pending,2023-11-09
SAS00608,CSSC00730,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2024-08-21
SAS00609,CSSC00574,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Inactive,2023-11-12
SAS00610,CSSC00702,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2024-12-25
SAS00611,CSSC00841,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Pending,2024-11-22
SAS00612,CSSC00922,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Inactive,2025-09-07
SAS00613,CSSC00876,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2024-07-10
CSSS00614,CSSC00283,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2025-09-21
SAS00615,CSSC00573,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2024-10-25
SAS00616,CSSC00074,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2025-04-01
SAS00617,CSSC00294,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2025-08-27
SAS00618,CSSC00322,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Inactive,2023-04-03
SAS00619,CSSC00075,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Ceased,2023-05-18
SAS00620,CSSC00738,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2024-12-01
SAS00621,CSSC00584,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2025-02-08
SAS00622,CSSC00329,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2024-01-14
CSSS00623,CSSC00831,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2025-06-09
SAS00624,CSSC00073,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2023-07-16
SAS00625,CSSC00154,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,2024-05-13
SAS00626,CSSC00970,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2025-07-18
SAS00627,CSSC00536,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2025-05-23
SAS00628,CSSC00082,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Pending,2024-01-15
SAS00629,CSSC00692,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2024-11-25
SAS00630,CSSC00548,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2025-05-10
SAS00631,CSSC00959,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2024-09-24
SAS00632,CSSC00646,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2024-01-21
SAS00633,CSSC00743,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2024-01-08
CSSS00634,CSSC00163,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2023-02-18
SAS00635,CSSC00388,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2025-07-23
SAS00636,CSSC00008,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2025-05-11
SAS00637,CSSC00314,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2025-06-10
SAS00638,CSSC00459,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,2023-07-02
SAS00639,CSSC00912,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2023-03-11
SAS00640,CSSC00024,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2024-03-27
SAS00641,CSSC00757,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2025-05-23
CSSS00642,CSSC00452,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Ceased,2025-01-03
SAS00643,CSSC00229,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2025-01-29
SAS00644,CSSC00184,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2025-12-19
SAS00645,CSSC00212,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2023-06-10
SAS00646,CSSC00939,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Inactive,2024-11-17
SAS00647,CSSC00289,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2024-09-03
SAS00648,CSSC00896,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Ceased,2024-03-29
SAS00649,CSSC00075,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2023-09-06
SAS00650,CSSC00604,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2024-06-13
SAS00651,CSSC00232,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2025-04-19
SAS00652,CSSC00693,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2023-12-17
SAS00653,CSSC00337,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2025-09-03
SAS00654,CSSC00590,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2025-12-05
SAS00655,CSSC00103,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2023-01-17
CSSS00656,CSSC00457,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2023-08-24
SAS00657,CSSC00491,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Ceased,2025-11-28
SAS00658,CSSC00727,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2025-08-25
CSSS00659,CSSC00797,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2023-03-29
SAS00660,CSSC00869,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Ceased,2023-10-31
