css_bill_id,css_customer_id,css_service_id,standard_product_code,css_product_code,css_product_name,product_family,billing_status,monthly_charge
CSSB00412,CSSC00613,SAS00412,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,48.67
CSSB00413,CSSC00209,SAS00413,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,72.63
CSSB00414,CSSC00582,SAS00414,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,171.01
CSSB00415,CSSC00512,CSSS00415,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Ceased,149.45
CSSB00416,CSSC00177,SAS00416,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Inactive,147.23
CSSB00417,CSSC00218,SAS00417,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,71.36
CSSB00418,CSSC00911,CSSS00418,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,118.68
CSSB00419,CSSC00118,CSSS00419,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Inactive,46.24
CSSB00420,CSSC00561,CSSS00420,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,39.56
CSSB00421,CSSC00064,SAS00421,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Ceased,168.77
CSSB00422,CSSC00657,SAS00422,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Inactive,82.12
CSSB00423,CSSC00802,SAS00423,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,89.76
CSSB00424,CSSC00888,SAS00424,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,64.06
CSSB00425,CSSC00792,SAS00425,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Ceased,18.81
CSSB00426,CSSC00837,SAS00426,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,35.29
CSSB00427,CSSC00021,SAS00427,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Ceased,173.08
CSSB00428,CSSC00433,SAS00428,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,87.39
CSSB00429,CSSC00089,SAS00429,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,18.37
CSSB00430,CSSC00458,SAS00430,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Inactive,126.91
CSSB00431,CSSC00536,SAS00431,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,145.19
CSSB00432,CSSC00302,SAS00432,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,158.81
CSSB00433,CSSC00804,CSSS00433,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,138.65
CSSB00434,CSSC00651,SAS00434,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Inactive,34.85
CSSB00435,CSSC00032,SAS00435,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,213.78
CSSB00436,CSSC00584,SAS00436,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,236.84
CSSB00437,CSSC00136,SAS00437,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,241.51
CSSB00438,CSSC00535,SAS00438,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,88.23
CSSB00439,CSSC00081,SAS00439,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,236.25
CSSB00440,CSSC00803,SAS00440,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,45.32
CSSB00441,CSSC00499,SAS00441,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,107.34
CSSB00442,CSSC00190,SAS00442,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,159.18
CSSB00443,CSSC00607,SAS00443,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,50.69
CSSB00444,CSSC00966,SAS00444,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,206.19
CSSB00445,CSSC00903,SAS00445,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,48.6
CSSB00446,CSSC00844,SAS00446,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,211.72
CSSB00447,CSSC00327,SAS00447,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Suspended,50.84
CSSB00448,CSSC00865,SAS00448,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Inactive,22.19
CSSB00449,CSSC00752,CSSS00449,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Ceased,226.45
CSSB00450,CSSC00420,SAS00450,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,49.55
CSSB00451,CSSC00868,SAS00451,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,147.92
CSSB00452,CSSC00336,SAS00452,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,38.64
CSSB00453,CSSC00533,SAS00453,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,177.81
CSSB00454,CSSC00735,SAS00454,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,236.45
CSSB00455,CSSC00556,SAS00455,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,33.29
CSSB00456,CSSC00806,SAS00456,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,151.25
CSSB00457,CSSC00999,CSSS00457,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Suspended,43.34
CSSB00458,CSSC00836,SAS00458,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,222.19
CSSB00459,CSSC00762,SAS00459,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,150.13
CSSB00460,CSSC00205,CSSS00460,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,175.87
CSSB00461,CSSC00005,SAS00461,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Suspended,151.17
CSSB00462,CSSC00320,SAS00462,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,167.84
CSSB00463,CSSC00817,SAS00463,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Suspended,113.61
CSSB00464,CSSC00135,SAS00464,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Inactive,113.91
CSSB00465,CSSC00751,CSSS00465,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Ceased,244.76
CSSB00466,CSSC00208,SAS00466,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,196.76
CSSB00467,CSSC00793,CSSS00467,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,197.73
CSSB00468,CSSC00680,SAS00468,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,225.04
CSSB00469,CSSC00219,SAS00469,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,139.57
CSSB00470,CSSC00903,SAS00470,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,32.03
CSSB00471,CSSC00883,SAS00471,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Inactive,121.89
CSSB00472,CSSC00603,SAS00472,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Suspended,233.98
CSSB00473,CSSC00516,SAS00473,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,70.86
CSSB00474,CSSC00944,SAS00474,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,49.99
CSSB00475,CSSC00049,SAS00475,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Ceased,181.49
CSSB00476,CSSC00403,SAS00476,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,240.93
CSSB00477,CSSC00164,SAS00477,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,143.48
CSSB00478,CSSC00342,SAS00478,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,180.36
CSSB00479,CSSC00749,CSSS00479,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Suspended,41.14
CSSB00480,CSSC00086,SAS00480,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Ceased,39.98
CSSB00481,CSSC00704,CSSS00481,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Inactive,121.28
CSSB00482,CSSC00399,CSSS00482,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,112.22
CSSB00483,CSSC00636,SAS00483,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,37.29
CSSB00484,CSSC00182,SAS00484,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,227.06
CSSB00485,CSSC00804,SAS00485,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,217.5
CSSB00486,CSSC00778,SAS00486,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,96.24
CSSB00487,CSSC00884,SAS00487,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,169.88
CSSB00488,CSSC00703,SAS00488,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,83.54
CSSB00489,CSSC00979,SAS00489,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Inactive,213.93
CSSB00490,CSSC00475,SAS00490,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Inactive,154.85
CSSB00491,CSSC00375,SAS00491,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,245.96
CSSB00492,CSSC00295,SAS00492,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Inactive,20.83
CSSB00493,CSSC00707,SAS00493,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,235.54
CSSB00494,CSSC00900,SAS00494,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,143.92
CSSB00495,CSSC00642,SAS00495,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,96.14
CSSB00496,CSSC00631,SAS00496,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,192.01
CSSB00497,CSSC00932,SAS00497,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,108.0
CSSB00498,CSSC00035,CSSS00498,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,110.29
CSSB00499,CSSC00439,SAS00499,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,107.75
CSSB00500,CSSC00450,SAS00500,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,134.22
CSSB00501,CSSC00712,SAS00501,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,150.3
CSSB00502,CSSC00296,SAS00502,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Suspended,22.76
CSSB00503,CSSC00403,SAS00503,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,19.87
CSSB00504,CSSC00165,SAS00504,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,246.61
CSSB00505,CSSC00321,SAS00505,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,124.58
CSSB00506,CSSC00261,SAS00506,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,150.86
CSSB00507,CSSC00798,CSSS00507,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,40.1
CSSB00508,CSSC00016,SAS00508,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,225.02
CSSB00509,CSSC00860,SAS00509,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,240.51
CSSB00510,CSSC00570,SAS00510,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,223.64
CSSB00511,CSSC00120,CSSS00511,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Inactive,160.97
CSSB00512,CSSC00007,SAS00512,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,221.34
CSSB00513,CSSC00577,SAS00513,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,149.22
CSSB00514,CSSC00191,CSSS00514,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,109.7
CSSB00515,CSSC00237,SAS00515,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Inactive,223.26
CSSB00516,CSSC00145,SAS00516,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,125.17
CSSB00517,CSSC00475,SAS00517,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,121.22
CSSB00518,CSSC00094,SAS00518,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Inactive,145.77
CSSB00519,CSSC00186,SAS00519,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,202.5
CSSB00520,CSSC00743,SAS00520,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Inactive,139.16
CSSB00521,CSSC00932,SAS00521,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,118.63
CSSB00522,CSSC00792,CSSS00522,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,145.66
CSSB00523,CSSC00084,SAS00523,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,127.14
CSSB00524,CSSC00721,SAS00524,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,29.68
CSSB00525,CSSC00792,SAS00525,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Inactive,180.25
CSSB00526,CSSC00879,SAS00526,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,53.86
CSSB00527,CSSC00931,SAS00527,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,241.06
CSSB00528,CSSC00319,SAS00528,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,185.59
CSSB00529,CSSC00489,SAS00529,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,142.5
CSSB00530,CSSC00641,SAS00530,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,54.07
CSSB00531,CSSC00259,CSSS00531,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,187.63
CSSB00532,CSSC00947,SAS00532,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,243.95
CSSB00533,CSSC00980,SAS00533,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Inactive,174.17
CSSB00534,CSSC00754,SAS00534,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,245.05
CSSB00535,CSSC00284,SAS00535,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Suspended,48.3
CSSB00536,CSSC00450,SAS00536,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,41.95
CSSB00537,CSSC00382,SAS00537,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,114.96
CSSB00538,CSSC00908,CSSS00538,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,246.37
CSSB00539,CSSC00059,SAS00539,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Ceased,120.07
CSSB00540,CSSC00471,SAS00540,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,70.02
CSSB00541,CSSC00787,CSSS00541,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,38.8
CSSB00542,CSSC00700,SAS00542,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,105.72
CSSB00543,CSSC00623,CSSS00543,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,237.03
CSSB00544,CSSC00030,SAS00544,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,107.81
CSSB00545,CSSC00167,SAS00545,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Ceased,115.39
CSSB00546,CSSC00015,SAS00546,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Ceased,114.9
CSSB00547,CSSC00993,SAS00547,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,180.5
CSSB00548,CSSC00953,SAS00548,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,32.02
CSSB00549,CSSC00596,SAS00549,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,26.39
CSSB00550,CSSC00989,SAS00550,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,61.75
CSSB00551,CSSC00231,SAS00551,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,105.45
CSSB00552,CSSC00465,SAS00552,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,222.64
CSSB00553,CSSC00121,CSSS00553,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,113.34
CSSB00554,CSSC00141,SAS00554,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,53.1
CSSB00555,CSSC00696,SAS00555,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,132.37
CSSB00556,CSSC00609,SAS00556,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,73.7
CSSB00557,CSSC00319,SAS00557,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,64.64
CSSB00558,CSSC00347,SAS00558,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,243.99
CSSB00559,CSSC00192,SAS00559,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,70.18
CSSB00560,CSSC00267,SAS00560,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Inactive,73.89
CSSB00561,CSSC00081,SAS00561,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,24.49
CSSB00562,CSSC00737,SAS00562,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Ceased,148.78
CSSB00563,CSSC00276,SAS00563,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,225.62
CSSB00564,CSSC00817,SAS00564,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Ceased,101.63
CSSB00565,CSSC00246,SAS00565,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,234.04
CSSB00566,CSSC00609,SAS00566,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,228.18
CSSB00567,CSSC00130,CSSS00567,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,179.88
CSSB00568,CSSC00009,SAS00568,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,207.03
CSSB00569,CSSC00190,SAS00569,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Inactive,104.12
CSSB00570,CSSC00391,SAS00570,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,232.05
CSSB00571,CSSC00014,SAS00571,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,198.25
CSSB00572,CSSC00603,SAS00572,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,206.76
CSSB00573,CSSC00054,SAS00573,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,226.16
CSSB00574,CSSC00964,SAS00574,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Suspended,67.53
CSSB00575,CSSC00830,CSSS00575,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,124.23
CSSB00576,CSSC00107,SAS00576,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,167.78
CSSB00577,CSSC00749,CSSS00577,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,50.96
CSSB00578,CSSC00124,CSSS00578,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,234.35
CSSB00579,CSSC00288,SAS00579,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Inactive,58.88
CSSB00580,CSSC00911,SAS00580,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,175.82
CSSB00581,CSSC00912,SAS00581,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,241.85
CSSB00582,CSSC00891,SAS00582,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,113.33
CSSB00583,CSSC00350,SAS00583,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Suspended,125.37
CSSB00584,CSSC00136,SAS00584,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,63.24
CSSB00585,CSSC00004,CSSS00585,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Ceased,164.0
CSSB00586,CSSC00366,SAS00586,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,233.2
CSSB00587,CSSC00377,SAS00587,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,231.62
CSSB00588,CSSC00496,SAS00588,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,61.22
CSSB00589,CSSC00475,SAS00589,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,158.18
CSSB00590,CSSC00233,SAS00590,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Inactive,68.49
CSSB00591,CSSC00408,SAS00591,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,56.16
CSSB00592,CSSC00036,SAS00592,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,53.77
CSSB00593,CSSC00795,SAS00593,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,61.26
CSSB00594,CSSC00744,SAS00594,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,184.84
CSSB00595,CSSC00990,SAS00595,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Suspended,52.42
CSSB00596,CSSC00155,SAS00596,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,160.9
CSSB00597,CSSC00916,SAS00597,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,215.86
CSSB00598,CSSC00708,SAS00598,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Inactive,70.32
CSSB00599,CSSC00233,SAS00599,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Ceased,126.93
CSSB00600,CSSC00094,SAS00600,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,61.49
CSSB00601,CSSC00622,SAS00601,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Inactive,210.51
CSSB00602,CSSC00205,SAS00602,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,109.97
CSSB00603,CSSC00363,SAS00603,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Suspended,147.52
CSSB00604,CSSC00574,SAS00604,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Ceased,132.37
CSSB00605,CSSC00813,SAS00605,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,77.92
CSSB00606,CSSC00413,SAS00606,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,66.68
CSSB00607,CSSC00994,SAS00607,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,55.44
CSSB00608,CSSC00730,SAS00608,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,53.72
CSSB00609,CSSC00574,SAS00609,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Inactive,172.28
CSSB00610,CSSC00702,SAS00610,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,105.47
CSSB00611,CSSC00841,SAS00611,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,170.21
CSSB00612,CSSC00922,SAS00612,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Suspended,74.76
CSSB00613,CSSC00876,SAS00613,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,201.97
CSSB00614,CSSC00283,CSSS00614,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,71.15
CSSB00615,CSSC00573,SAS00615,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,224.13
CSSB00616,CSSC00074,SAS00616,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,136.02
CSSB00617,CSSC00294,SAS00617,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,107.58
