billing_product_id,billing_account_id,product_instance_id,standard_product_code,billing_product_code,billing_product_name,product_family,billing_status,monthly_charge
BP00454,BA00233,SAS00454,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,52.08
BP00455,BA00118,ORPHAN_AS00455,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,60.75
BP00456,BA00325,SAS00456,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,184.43
BP00457,BA00266,SAS00457,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Ceased,21.74
BP00458,BA00554,SAS00458,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,157.33
BP00459,BA00455,ORPHAN_AS00459,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,35.97
BP00460,BA00850,SAS00460,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Inactive,114.5
BP00461,BA00147,SAS00461,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,158.82
BP00462,BA00919,SAS00462,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,127.2
BP00463,BA00165,SAS00463,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,85.48
BP00464,BA00109,SAS00464,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,205.46
BP00465,BA00521,SAS00465,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Inactive,183.38
BP00466,BA00597,SAS00466,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,186.49
BP00467,BA00081,SAS00467,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Ceased,240.4
BP00468,BA00589,SAS00468,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,188.28
BP00469,BA00900,SAS00469,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,29.93
BP00470,BA00452,SAS00470,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,63.25
BP00471,BA00337,SAS00471,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,196.09
BP00472,BA00767,SAS00472,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Ceased,178.79
BP00473,BA00420,SAS00473,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,99.66
BP00474,BA00670,SAS00474,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,71.44
BP00475,BA00848,SAS00475,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Inactive,47.07
BP00476,BA00418,SAS00476,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,172.49
BP00477,BA00350,SAS00477,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,36.91
BP00478,BA00590,SAS00478,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,222.49
BP00479,BA00465,SAS00479,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,46.02
BP00480,BA00953,SAS00480,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,41.43
BP00481,BA00025,SAS00481,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,247.66
BP00482,BA00941,SAS00482,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,115.99
BP00483,BA00248,SAS00483,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,45.61
BP00484,BA00606,SAS00484,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,43.0
BP00485,BA00943,ORPHAN_AS00485,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,122.14
BP00486,BA00855,SAS00486,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,193.78
BP00487,BA00742,SAS00487,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Inactive,230.59
BP00488,BA00918,ORPHAN_AS00488,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,155.59
BP00489,BA00329,SAS00489,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,136.01
BP00490,BA00100,SAS00490,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,132.44
BP00491,BA00538,SAS00491,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,213.82
BP00492,BA00327,SAS00492,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Inactive,239.22
BP00493,BA00904,SAS00493,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Ceased,66.88
BP00494,BA00631,SAS00494,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,98.58
BP00495,BA00499,SAS00495,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,223.4
BP00496,BA00621,SAS00496,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Inactive,232.49
BP00497,BA00212,SAS00497,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,136.02
BP00498,BA00041,SAS00498,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Ceased,143.24
BP00499,BA00853,ORPHAN_AS00499,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Inactive,103.73
BP00500,BA00437,SAS00500,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Inactive,138.85
BP00501,BA00113,SAS00501,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,231.25
BP00502,BA00506,SAS00502,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,218.56
BP00503,BA00120,SAS00503,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Ceased,204.44
BP00504,BA00077,SAS00504,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,135.64
BP00505,BA00526,SAS00505,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,35.19
BP00506,BA00040,SAS00506,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,234.31
BP00507,BA00862,SAS00507,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,212.33
BP00508,BA00643,SAS00508,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,49.75
BP00509,BA00690,SAS00509,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,127.07
BP00510,BA00509,SAS00510,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,64.07
BP00511,BA00878,SAS00511,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Inactive,67.69
BP00512,BA00626,SAS00512,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,59.32
BP00513,BA00390,SAS00513,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,72.45
BP00514,BA00978,SAS00514,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,87.62
BP00515,BA00497,SAS00515,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,164.17
BP00516,BA00303,SAS00516,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,44.07
BP00517,BA00295,SAS00517,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,121.74
BP00518,BA00181,SAS00518,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,91.99
BP00519,BA00722,SAS00519,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,222.66
BP00520,BA00616,SAS00520,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,72.49
BP00521,BA00912,SAS00521,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Suspended,112.89
BP00522,BA00692,SAS00522,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,108.8
BP00523,BA00935,SAS00523,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,130.64
BP00524,BA00047,SAS00524,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,113.08
BP00525,BA00212,SAS00525,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Inactive,43.59
BP00526,BA00133,SAS00526,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,22.62
BP00527,BA00093,SAS00527,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Inactive,95.32
BP00528,BA00065,SAS00528,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,138.33
BP00529,BA00161,SAS00529,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Inactive,109.76
BP00530,BA00166,SAS00530,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Suspended,94.91
BP00531,BA00963,SAS00531,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,214.15
BP00532,BA00514,SAS00532,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,130.5
BP00533,BA00236,SAS00533,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,177.63
BP00534,BA00833,SAS00534,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Inactive,170.02
BP00535,BA00277,SAS00535,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Suspended,35.75
BP00536,BA00751,SAS00536,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,21.42
BP00537,BA00156,SAS00537,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,154.46
BP00538,BA00880,SAS00538,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,93.1
BP00539,BA00281,ORPHAN_AS00539,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,41.13
BP00540,BA00386,SAS00540,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,39.59
BP00541,BA00495,SAS00541,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,181.07
BP00542,BA00509,SAS00542,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Inactive,238.74
BP00543,BA00464,SAS00543,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,244.24
BP00544,BA00379,SAS00544,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,43.28
BP00545,BA00646,SAS00545,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Ceased,40.13
BP00546,BA00502,SAS00546,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,37.46
BP00547,BA00536,SAS00547,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Inactive,149.46
BP00548,BA00259,SAS00548,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,189.8
BP00549,BA00706,ORPHAN_AS00549,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,112.32
BP00550,BA00774,SAS00550,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,131.38
BP00551,BA00242,SAS00551,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,182.46
BP00552,BA00751,SAS00552,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,42.37
BP00553,BA00776,SAS00553,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,138.63
BP00554,BA00891,SAS00554,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Ceased,27.06
BP00555,BA00823,SAS00555,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,50.45
BP00556,BA00010,SAS00556,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,119.03
BP00557,BA00693,SAS00557,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,92.79
BP00558,BA00170,SAS00558,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,139.39
BP00559,BA00732,SAS00559,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,158.25
BP00560,BA00339,SAS00560,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Ceased,185.07
BP00561,BA00537,SAS00561,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,127.94
BP00562,BA00482,SAS00562,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,244.66
BP00563,BA00711,SAS00563,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,124.39
BP00564,BA00609,SAS00564,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,99.31
BP00565,BA00644,SAS00565,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,62.69
BP00566,BA00437,SAS00566,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,88.93
BP00567,BA00261,SAS00567,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,166.85
BP00568,BA00106,SAS00568,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Inactive,82.96
BP00569,BA00817,SAS00569,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,167.6
BP00570,BA00874,SAS00570,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,82.32
BP00571,BA00685,SAS00571,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Suspended,66.56
BP00572,BA00222,SAS00572,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,204.38
BP00573,BA00896,SAS00573,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,36.05
BP00574,BA00827,SAS00574,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,172.24
BP00575,BA00121,SAS00575,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,109.23
BP00576,BA00364,SAS00576,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,139.1
BP00577,BA00863,SAS00577,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,56.54
BP00578,BA00147,SAS00578,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Inactive,148.03
BP00579,BA00702,SAS00579,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,226.74
BP00580,BA00887,SAS00580,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,126.13
BP00581,BA00219,SAS00581,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,221.3
BP00582,BA00384,SAS00582,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,191.45
BP00583,BA00539,SAS00583,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,154.0
BP00584,BA00938,SAS00584,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,231.8
BP00585,BA00282,ORPHAN_AS00585,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,110.4
BP00586,BA00281,SAS00586,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,243.3
BP00587,BA00950,SAS00587,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,158.95
BP00588,BA00768,SAS00588,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Suspended,192.14
BP00589,BA00030,ORPHAN_AS00589,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,183.49
BP00590,BA00872,SAS00590,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,115.34
BP00591,BA00653,ORPHAN_AS00591,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,90.9
BP00592,BA00874,SAS00592,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,160.45
BP00593,BA00869,SAS00593,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Suspended,226.27
BP00594,BA00740,SAS00594,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Ceased,137.79
BP00595,BA00858,SAS00595,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,32.26
BP00596,BA00152,SAS00596,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Inactive,37.48
BP00597,BA00204,SAS00597,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,112.95
BP00598,BA00964,SAS00598,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,81.51
BP00599,BA00582,SAS00599,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Inactive,37.97
BP00600,BA00941,ORPHAN_AS00600,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,187.26
BP00601,BA00989,SAS00601,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,57.29
BP00602,BA00472,SAS00602,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,186.03
BP00603,BA00658,SAS00603,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Ceased,218.58
BP00604,BA00318,SAS00604,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,181.77
BP00605,BA00324,SAS00605,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,211.78
BP00606,BA00303,SAS00606,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,119.99
BP00607,BA00373,SAS00607,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,166.9
BP00608,BA00852,SAS00608,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,238.32
BP00609,BA00583,SAS00609,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,180.91
BP00610,BA00816,SAS00610,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,97.39
BP00611,BA00761,SAS00611,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Inactive,39.06
BP00612,BA00479,SAS00612,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,231.89
BP00613,BA00487,SAS00613,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,154.14
BP00614,BA00603,SAS00614,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Suspended,92.79
BP00615,BA00923,SAS00615,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,115.77
BP00616,BA00103,SAS00616,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,101.06
BP00617,BA00771,SAS00617,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,205.74
BP00618,BA00446,SAS00618,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Inactive,127.87
BP00619,BA00616,SAS00619,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,175.42
BP00620,BA00899,SAS00620,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,234.86
BP00621,BA00437,SAS00621,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Inactive,239.32
BP00622,BA00525,ORPHAN_AS00622,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,87.74
BP00623,BA00537,SAS00623,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,243.6
BP00624,BA00342,SAS00624,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Inactive,30.48
BP00625,BA00145,SAS00625,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Inactive,124.42
BP00626,BA00152,ORPHAN_AS00626,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,57.92
BP00627,BA00879,SAS00627,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,38.92
BP00628,BA00866,SAS00628,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Inactive,19.15
BP00629,BA00564,ORPHAN_AS00629,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,180.12
BP00630,BA00852,SAS00630,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,74.32
BP00631,BA00326,SAS00631,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Inactive,48.98
BP00632,BA00840,SAS00632,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,220.46
BP00633,BA00356,SAS00633,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,189.78
BP00634,BA00624,SAS00634,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,72.56
BP00635,BA00002,SAS00635,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,192.39
BP00636,BA00142,SAS00636,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,28.27
BP00637,BA00394,ORPHAN_AS00637,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,116.77
BP00638,BA00841,SAS00638,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,78.56
BP00639,BA00408,SAS00639,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,211.54
BP00640,BA00703,ORPHAN_AS00640,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Inactive,170.16
BP00641,BA00165,SAS00641,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,151.33
BP00642,BA00498,SAS00642,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,173.49
BP00643,BA00436,ORPHAN_AS00643,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,165.12
BP00644,BA00462,SAS00644,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,199.19
BP00645,BA00996,SAS00645,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,200.23
BP00646,BA00393,SAS00646,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Suspended,36.56
BP00647,BA00725,SAS00647,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,63.85
BP00648,BA00466,SAS00648,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,125.83
BP00649,BA00472,SAS00649,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,224.29
BP00650,BA00346,SAS00650,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,195.91
BP00651,BA00301,SAS00651,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,22.06
BP00652,BA00611,SAS00652,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,187.8
BP00653,BA00180,SAS00653,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,39.94
BP00654,BA00442,SAS00654,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Suspended,98.13
BP00655,BA00941,SAS00655,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Inactive,211.7
BP00656,BA00470,SAS00656,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,93.77
BP00657,BA00742,SAS00657,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,222.63
BP00658,BA00081,SAS00658,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,165.72
BP00659,BA00189,SAS00659,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Ceased,77.59
BP00660,BA00857,SAS00660,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Suspended,241.92
BP00661,BA00311,SAS00661,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,143.08
BP00662,BA00051,SAS00662,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,127.72
BP00663,BA00765,SAS00663,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,61.09
BP00664,BA00409,ORPHAN_AS00664,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Suspended,175.34
BP00665,BA00020,SAS00665,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Inactive,170.47
BP00666,BA00810,SAS00666,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Ceased,91.81
BP00667,BA00333,ORPHAN_AS00667,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,159.84
BP00668,BA00472,SAS00668,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,165.27
BP00669,BA00953,SAS00669,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,97.56
BP00670,BA00156,SAS00670,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,190.28
BP00671,BA00690,SAS00671,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,111.48
BP00672,BA00081,SAS00672,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,148.23
BP00673,BA00543,SAS00673,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,85.7
BP00674,BA00031,SAS00674,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,153.71
BP00675,BA00426,SAS00675,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Ceased,23.43
BP00676,BA00503,SAS00676,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Ceased,105.07
BP00677,BA00972,SAS00677,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Suspended,40.5
BP00678,BA00585,SAS00678,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,218.66
BP00679,BA00411,SAS00679,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,99.67
BP00680,BA00286,SAS00680,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,102.26
