asset_id,attribute_name,attribute_value
SAS00385,Postcode,MK11 9AA
SAS00385,Technology Type,FTTC
SAS00386,Access Line ID,AL000386
SAS00386,Circuit ID,CIR000386
SAS00386,Postcode,MK15 2AA
SAS00386,Technology Type,Copper
SAS00387,Access Line ID,AL000387
SAS00387,Circuit ID,CIR000387
SAS00387,Postcode,MK12 5AA
SAS00387,Technology Type,Copper
SAS00388,Access Line ID,AL000388
SAS00388,Circuit ID,CIR000388
SAS00388,Postcode,MK2 3AA
SAS00388,Technology Type,Copper
SAS00389,Access Line ID,AL000389
SAS00389,Circuit ID,CIR000389
SAS00389,Postcode,MK4 5AA
SAS00389,Technology Type,FTTC
SAS00390,Access Line ID,AL000390
SAS00390,Circuit ID,CIR000390
SAS00390,Postcode,MK7 8AA
SAS00390,Technology Type,FTTC
SAS00391,Access Line ID,AL000391
SAS00391,Circuit ID,CIR000391
SAS00391,Postcode,MK14 1AA
SAS00391,Technology Type,FTTC
SAS00392,Access Line ID,AL000392
SAS00392,Circuit ID,CIR000392
SAS00392,Postcode,MK15 8AA
SAS00392,Technology Type,Copper
SAS00393,Access Line ID,AL000393
SAS00393,Circuit ID,CIR000393
SAS00393,Postcode,MK16 1AA
SAS00393,Technology Type,Copper
SAS00394,Access Line ID,AL000394
SAS00394,Circuit ID,CIR000394
SAS00394,Postcode,MK19 8AA
SAS00394,Technology Type,Copper
SAS00395,Access Line ID,AL000395
SAS00395,Circuit ID,CIR000395
SAS00395,Postcode,MK19 3AA
SAS00395,Technology Type,Copper
SAS00396,Access Line ID,AL000396
SAS00396,Circuit ID,CIR000396
SAS00396,Postcode,MK17 7AA
SAS00396,Technology Type,FTTC
SAS00397,Access Line ID,AL000397
SAS00397,Circuit ID,CIR000397
SAS00397,Postcode,MK9 7AA
SAS00397,Technology Type,Copper
SAS00398,Access Line ID,AL000398
SAS00398,Circuit ID,CIR000398
SAS00398,Postcode,MK5 3AA
SAS00398,Technology Type,FTTP
SAS00399,Access Line ID,AL000399
SAS00399,Circuit ID,CIR000399
SAS00399,Postcode,MK10 9AA
SAS00399,Technology Type,Copper
SAS00400,Access Line ID,AL000400
SAS00400,Circuit ID,CIR000400
SAS00400,Postcode,MK7 4AA
SAS00400,Technology Type,FTTP
SAS00401,Access Line ID,AL000401
SAS00401,Circuit ID,CIR000401
SAS00401,Postcode,MK5 3AA
SAS00401,Technology Type,Copper
SAS00402,Access Line ID,AL000402
SAS00402,Circuit ID,CIR000402
SAS00402,Postcode,MK4 6AA
SAS00402,Technology Type,Copper
SAS00403,Access Line ID,AL000403
SAS00403,Circuit ID,CIR000403
SAS00403,Postcode,MK18 5AA
SAS00403,Technology Type,FTTP
SAS00404,Access Line ID,AL000404
SAS00404,Circuit ID,CIR000404
SAS00404,Postcode,MK4 1AA
SAS00404,Technology Type,FTTP
SAS00405,Access Line ID,AL000405
SAS00405,Circuit ID,CIR000405
SAS00405,Postcode,MK7 5AA
SAS00405,Technology Type,FTTC
SAS00406,Access Line ID,AL000406
SAS00406,Circuit ID,CIR000406
SAS00406,Postcode,MK5 1AA
SAS00406,Technology Type,FTTC
SAS00407,Access Line ID,AL000407
SAS00407,Circuit ID,CIR000407
SAS00407,Postcode,MK12 8AA
SAS00407,Technology Type,FTTP
SAS00408,Access Line ID,AL000408
SAS00408,Circuit ID,CIR000408
SAS00408,Postcode,MK18 7AA
SAS00408,Technology Type,Copper
SAS00409,Access Line ID,AL000409
SAS00409,Circuit ID,CIR000409
SAS00409,Postcode,MK2 7AA
SAS00409,Technology Type,Copper
SAS00410,Access Line ID,AL000410
SAS00410,Circuit ID,CIR000410
SAS00410,Postcode,MK18 1AA
SAS00410,Technology Type,FTTP
SAS00411,Access Line ID,AL000411
SAS00411,Circuit ID,CIR000411
SAS00411,Postcode,MK8 6AA
SAS00411,Technology Type,Copper
SAS00412,Access Line ID,AL000412
SAS00412,Circuit ID,CIR000412
SAS00412,Postcode,MK7 5AA
SAS00412,Technology Type,Copper
SAS00413,Access Line ID,AL000413
SAS00413,Circuit ID,CIR000413
SAS00413,Postcode,MK6 3AA
SAS00413,Technology Type,FTTC
SAS00414,Access Line ID,AL000414
SAS00414,Circuit ID,CIR000414
SAS00414,Postcode,MK14 5AA
SAS00414,Technology Type,Copper
SAS00415,Access Line ID,AL000415
SAS00415,Circuit ID,CIR000415
SAS00415,Postcode,MK1 6AA
SAS00415,Technology Type,FTTP
SAS00416,Access Line ID,AL000416
SAS00416,Circuit ID,CIR000416
SAS00416,Postcode,MK5 6AA
SAS00416,Technology Type,Copper
SAS00417,Access Line ID,AL000417
SAS00417,Circuit ID,CIR000417
SAS00417,Postcode,MK16 9AA
SAS00417,Technology Type,FTTC
SAS00418,Access Line ID,AL000418
SAS00418,Circuit ID,CIR000418
SAS00418,Postcode,MK17 4AA
SAS00418,Technology Type,FTTC
SAS00419,Access Line ID,AL000419
SAS00419,Circuit ID,CIR000419
SAS00419,Postcode,MK6 7AA
SAS00419,Technology Type,FTTC
SAS00420,Access Line ID,AL000420
SAS00420,Circuit ID,CIR000420
SAS00420,Postcode,MK8 4AA
SAS00420,Technology Type,Copper
SAS00421,Access Line ID,AL000421
SAS00421,Circuit ID,CIR000421
SAS00421,Postcode,MK7 9AA
SAS00421,Technology Type,FTTP
SAS00422,Access Line ID,AL000422
SAS00422,Circuit ID,CIR000422
SAS00422,Postcode,MK4 6AA
SAS00422,Technology Type,Copper
SAS00423,Access Line ID,AL000423
SAS00423,Circuit ID,CIR000423
SAS00423,Postcode,MK2 6AA
SAS00423,Technology Type,FTTC
SAS00424,Access Line ID,AL000424
SAS00424,Circuit ID,CIR000424
SAS00424,Postcode,MK1 9AA
SAS00424,Technology Type,FTTC
SAS00425,Access Line ID,AL000425
SAS00425,Circuit ID,CIR000425
SAS00425,Postcode,MK15 8AA
SAS00425,Technology Type,FTTP
SAS00426,Access Line ID,AL000426
SAS00426,Circuit ID,CIR000426
SAS00426,Postcode,MK11 9AA
SAS00426,Technology Type,FTTP
SAS00427,Access Line ID,AL000427
SAS00427,Circuit ID,CIR000427
SAS00427,Postcode,MK1 2AA
SAS00427,Technology Type,FTTC
SAS00428,Access Line ID,AL000428
SAS00428,Circuit ID,CIR000428
SAS00428,Postcode,MK14 2AA
SAS00428,Technology Type,Copper
SAS00429,Access Line ID,AL000429
SAS00429,Circuit ID,CIR000429
SAS00429,Postcode,MK3 3AA
SAS00429,Technology Type,Copper
SAS00430,Access Line ID,AL000430
SAS00430,Circuit ID,CIR000430
SAS00430,Postcode,MK3 2AA
SAS00430,Technology Type,FTTP
SAS00431,Access Line ID,AL000431
SAS00431,Circuit ID,CIR000431
SAS00431,Postcode,MK19 4AA
SAS00431,Technology Type,FTTC
SAS00432,Access Line ID,AL000432
SAS00432,Circuit ID,CIR000432
SAS00432,Postcode,MK13 7AA
SAS00432,Technology Type,FTTP
SAS00433,Access Line ID,AL000433
SAS00433,Circuit ID,CIR000433
SAS00433,Postcode,MK18 1AA
SAS00433,Technology Type,FTTC
SAS00434,Access Line ID,AL000434
SAS00434,Circuit ID,CIR000434
SAS00434,Postcode,MK3 6AA
SAS00434,Technology Type,Copper
SAS00435,Access Line ID,AL000435
SAS00435,Circuit ID,CIR000435
SAS00435,Postcode,MK20 2AA
SAS00435,Technology Type,Copper
SAS00436,Access Line ID,AL000436
SAS00436,Circuit ID,CIR000436
SAS00436,Postcode,MK16 3AA
SAS00436,Technology Type,FTTP
SAS00437,Access Line ID,AL000437
SAS00437,Circuit ID,CIR000437
SAS00437,Postcode,MK18 5AA
SAS00437,Technology Type,FTTC
SAS00438,Access Line ID,AL000438
SAS00438,Circuit ID,CIR000438
SAS00438,Postcode,MK1 9AA
SAS00438,Technology Type,Copper
SAS00439,Access Line ID,AL000439
SAS00439,Circuit ID,CIR000439
SAS00439,Postcode,MK1 7AA
SAS00439,Technology Type,Copper
SAS00440,Access Line ID,AL000440
SAS00440,Circuit ID,CIR000440
SAS00440,Postcode,MK7 6AA
SAS00440,Technology Type,Copper
SAS00441,Access Line ID,AL000441
SAS00441,Circuit ID,CIR000441
SAS00441,Postcode,MK5 3AA
SAS00441,Technology Type,FTTP
SAS00442,Access Line ID,AL000442
SAS00442,Circuit ID,CIR000442
SAS00442,Postcode,MK7 2AA
SAS00442,Technology Type,FTTC
SAS00443,Access Line ID,AL000443
SAS00443,Circuit ID,CIR000443
SAS00443,Postcode,MK18 8AA
SAS00443,Technology Type,Copper
SAS00444,Access Line ID,AL000444
SAS00444,Circuit ID,CIR000444
SAS00444,Postcode,MK9 2AA
SAS00444,Technology Type,Copper
SAS00445,Access Line ID,AL000445
SAS00445,Circuit ID,CIR000445
SAS00445,Postcode,MK12 3AA
SAS00445,Technology Type,Copper
SAS00446,Access Line ID,AL000446
SAS00446,Circuit ID,CIR000446
SAS00446,Postcode,MK20 2AA
SAS00446,Technology Type,Copper
SAS00447,Access Line ID,AL000447
SAS00447,Circuit ID,CIR000447
SAS00447,Postcode,MK11 5AA
SAS00447,Technology Type,FTTC
SAS00448,Access Line ID,AL000448
SAS00448,Circuit ID,CIR000448
SAS00448,Postcode,MK11 7AA
SAS00448,Technology Type,Copper
SAS00449,Access Line ID,AL000449
SAS00449,Circuit ID,CIR000449
SAS00449,Postcode,MK14 5AA
SAS00449,Technology Type,FTTC
SAS00450,Access Line ID,AL000450
SAS00450,Circuit ID,CIR000450
SAS00450,Postcode,MK16 8AA
SAS00450,Technology Type,FTTP
SAS00451,Access Line ID,AL000451
SAS00451,Circuit ID,CIR000451
SAS00451,Postcode,MK18 2AA
SAS00451,Technology Type,FTTP
SAS00452,Access Line ID,AL000452
SAS00452,Circuit ID,CIR000452
SAS00452,Postcode,MK5 9AA
SAS00452,Technology Type,Copper
SAS00453,Access Line ID,AL000453
SAS00453,Circuit ID,CIR000453
SAS00453,Postcode,MK3 1AA
SAS00453,Technology Type,FTTP
SAS00454,Access Line ID,AL000454
SAS00454,Circuit ID,CIR000454
SAS00454,Postcode,MK19 4AA
SAS00454,Technology Type,Copper
SAS00455,Access Line ID,AL000455
SAS00455,Circuit ID,CIR000455
SAS00455,Postcode,MK5 6AA
SAS00455,Technology Type,FTTC
SAS00456,Access Line ID,AL000456
SAS00456,Circuit ID,CIR000456
SAS00456,Postcode,MK5 8AA
SAS00456,Technology Type,FTTC
SAS00457,Access Line ID,AL000457
SAS00457,Circuit ID,CIR000457
SAS00457,Postcode,MK17 1AA
SAS00457,Technology Type,Copper
SAS00458,Access Line ID,AL000458
SAS00458,Circuit ID,CIR000458
SAS00458,Postcode,MK17 3AA
SAS00458,Technology Type,FTTC
SAS00459,Access Line ID,AL000459
SAS00459,Circuit ID,CIR000459
SAS00459,Postcode,MK16 6AA
SAS00459,Technology Type,FTTC
SAS00460,Access Line ID,AL000460
SAS00460,Circuit ID,CIR000460
SAS00460,Postcode,MK3 5AA
SAS00460,Technology Type,FTTC
SAS00461,Access Line ID,AL000461
SAS00461,Circuit ID,CIR000461
SAS00461,Postcode,MK17 6AA
SAS00461,Technology Type,FTTC
SAS00462,Access Line ID,AL000462
SAS00462,Circuit ID,CIR000462
SAS00462,Postcode,MK2 6AA
SAS00462,Technology Type,FTTP
SAS00463,Access Line ID,AL000463
SAS00463,Circuit ID,CIR000463
SAS00463,Postcode,MK9 9AA
SAS00463,Technology Type,Copper
SAS00464,Access Line ID,AL000464
SAS00464,Circuit ID,CIR000464
SAS00464,Postcode,MK12 2AA
SAS00464,Technology Type,FTTC
SAS00465,Access Line ID,AL000465
SAS00465,Circuit ID,CIR000465
SAS00465,Postcode,MK17 7AA
SAS00465,Technology Type,FTTP
SAS00466,Access Line ID,AL000466
SAS00466,Circuit ID,CIR000466
SAS00466,Postcode,MK20 1AA
SAS00466,Technology Type,FTTP
SAS00467,Access Line ID,AL000467
SAS00467,Circuit ID,CIR000467
SAS00467,Postcode,MK3 9AA
SAS00467,Technology Type,FTTC
SAS00468,Access Line ID,AL000468
SAS00468,Circuit ID,CIR000468
SAS00468,Postcode,MK6 6AA
SAS00468,Technology Type,FTTP
SAS00469,Access Line ID,AL000469
SAS00469,Circuit ID,CIR000469
SAS00469,Postcode,MK14 6AA
SAS00469,Technology Type,Copper
SAS00470,Access Line ID,AL000470
SAS00470,Circuit ID,CIR000470
SAS00470,Postcode,MK16 4AA
SAS00470,Technology Type,FTTC
SAS00471,Access Line ID,AL000471
SAS00471,Circuit ID,CIR000471
SAS00471,Postcode,MK1 4AA
SAS00471,Technology Type,FTTC
SAS00472,Access Line ID,AL000472
SAS00472,Circuit ID,CIR000472
SAS00472,Postcode,MK5 9AA
SAS00472,Technology Type,FTTC
SAS00473,Access Line ID,AL000473
SAS00473,Circuit ID,CIR000473
SAS00473,Postcode,MK9 3AA
SAS00473,Technology Type,Copper
SAS00474,Access Line ID,AL000474
SAS00474,Circuit ID,CIR000474
SAS00474,Postcode,MK10 2AA
SAS00474,Technology Type,FTTP
SAS00475,Access Line ID,AL000475
SAS00475,Circuit ID,CIR000475
SAS00475,Postcode,MK16 3AA
SAS00475,Technology Type,FTTP
SAS00476,Access Line ID,AL000476
SAS00476,Circuit ID,CIR000476
SAS00476,Postcode,MK20 9AA
SAS00476,Technology Type,FTTP
SAS00477,Access Line ID,AL000477
SAS00477,Circuit ID,CIR000477
SAS00477,Postcode,MK15 2AA
SAS00477,Technology Type,FTTC
SAS00478,Access Line ID,AL000478
SAS00478,Circuit ID,CIR000478
SAS00478,Postcode,MK1 4AA
SAS00478,Technology Type,FTTP
SAS00479,Access Line ID,AL000479
SAS00479,Circuit ID,CIR000479
SAS00479,Postcode,MK20 2AA
SAS00479,Technology Type,Copper
SAS00480,Access Line ID,AL000480
SAS00480,Circuit ID,CIR000480
SAS00480,Postcode,MK18 9AA
SAS00480,Technology Type,FTTP
SAS00481,Access Line ID,AL000481
SAS00481,Circuit ID,CIR000481
SAS00481,Postcode,MK20 9AA
SAS00481,Technology Type,FTTC
SAS00482,Access Line ID,AL000482
SAS00482,Circuit ID,CIR000482
SAS00482,Postcode,MK17 7AA
SAS00482,Technology Type,FTTC
SAS00483,Access Line ID,AL000483
SAS00483,Circuit ID,CIR000483
SAS00483,Postcode,MK8 8AA
SAS00483,Technology Type,FTTC
SAS00484,Access Line ID,AL000484
SAS00484,Circuit ID,CIR000484
SAS00484,Postcode,MK14 3AA
SAS00484,Technology Type,FTTP
SAS00485,Access Line ID,AL000485
SAS00485,Circuit ID,CIR000485
SAS00485,Postcode,MK10 9AA
SAS00485,Technology Type,FTTP
SAS00486,Access Line ID,AL000486
SAS00486,Circuit ID,CIR000486
SAS00486,Postcode,MK19 9AA
SAS00486,Technology Type,FTTP
SAS00487,Access Line ID,AL000487
SAS00487,Circuit ID,CIR000487
SAS00487,Postcode,MK11 7AA
SAS00487,Technology Type,Copper
SAS00488,Access Line ID,AL000488
SAS00488,Circuit ID,CIR000488
SAS00488,Postcode,MK9 9AA
SAS00488,Technology Type,FTTC
SAS00489,Access Line ID,AL000489
SAS00489,Circuit ID,CIR000489
SAS00489,Postcode,MK13 4AA
SAS00489,Technology Type,Copper
SAS00490,Access Line ID,AL000490
SAS00490,Circuit ID,CIR000490
SAS00490,Postcode,MK6 6AA
SAS00490,Technology Type,Copper
SAS00491,Access Line ID,AL000491
SAS00491,Circuit ID,CIR000491
SAS00491,Postcode,MK19 6AA
SAS00491,Technology Type,Copper
SAS00492,Access Line ID,AL000492
SAS00492,Circuit ID,CIR000492
SAS00492,Postcode,MK4 4AA
SAS00492,Technology Type,Copper
SAS00493,Access Line ID,AL000493
SAS00493,Circuit ID,CIR000493
SAS00493,Postcode,MK7 9AA
SAS00493,Technology Type,Copper
SAS00494,Access Line ID,AL000494
SAS00494,Circuit ID,CIR000494
SAS00494,Postcode,MK6 7AA
SAS00494,Technology Type,FTTP
SAS00495,Access Line ID,AL000495
SAS00495,Circuit ID,CIR000495
SAS00495,Postcode,MK5 8AA
SAS00495,Technology Type,Copper
SAS00496,Access Line ID,AL000496
SAS00496,Circuit ID,CIR000496
SAS00496,Postcode,MK9 4AA
SAS00496,Technology Type,Copper
SAS00497,Access Line ID,AL000497
SAS00497,Circuit ID,CIR000497
SAS00497,Postcode,MK13 9AA
SAS00497,Technology Type,FTTC
SAS00498,Access Line ID,AL000498
SAS00498,Circuit ID,CIR000498
SAS00498,Postcode,MK6 8AA
SAS00498,Technology Type,Copper
SAS00499,Access Line ID,AL000499
SAS00499,Circuit ID,CIR000499
SAS00499,Postcode,MK10 4AA
SAS00499,Technology Type,FTTC
SAS00500,Access Line ID,AL000500
SAS00500,Circuit ID,CIR000500
SAS00500,Postcode,MK20 3AA
SAS00500,Technology Type,Copper
SAS00501,Access Line ID,AL000501
SAS00501,Circuit ID,CIR000501
SAS00501,Postcode,MK6 2AA
SAS00501,Technology Type,FTTC
SAS00502,Access Line ID,AL000502
SAS00502,Circuit ID,CIR000502
SAS00502,Postcode,MK13 4AA
SAS00502,Technology Type,FTTP
SAS00503,Access Line ID,AL000503
SAS00503,Circuit ID,CIR000503
SAS00503,Postcode,MK3 9AA
SAS00503,Technology Type,FTTC
SAS00504,Access Line ID,AL000504
SAS00504,Circuit ID,CIR000504
SAS00504,Postcode,MK12 5AA
SAS00504,Technology Type,Copper
SAS00505,Access Line ID,AL000505
SAS00505,Circuit ID,CIR000505
SAS00505,Postcode,MK13 1AA
SAS00505,Technology Type,Copper
SAS00506,Access Line ID,AL000506
SAS00506,Circuit ID,CIR000506
SAS00506,Postcode,MK18 2AA
SAS00506,Technology Type,FTTC
SAS00507,Access Line ID,AL000507
SAS00507,Circuit ID,CIR000507
SAS00507,Postcode,MK17 5AA
SAS00507,Technology Type,FTTP
SAS00508,Access Line ID,AL000508
SAS00508,Circuit ID,CIR000508
SAS00508,Postcode,MK15 7AA
SAS00508,Technology Type,Copper
SAS00509,Access Line ID,AL000509
SAS00509,Circuit ID,CIR000509
SAS00509,Postcode,MK15 8AA
SAS00509,Technology Type,FTTP
SAS00510,Access Line ID,AL000510
SAS00510,Circuit ID,CIR000510
SAS00510,Postcode,MK4 5AA
SAS00510,Technology Type,Copper
SAS00511,Access Line ID,AL000511
SAS00511,Circuit ID,CIR000511
SAS00511,Postcode,MK8 6AA
SAS00511,Technology Type,FTTP
SAS00512,Access Line ID,AL000512
SAS00512,Circuit ID,CIR000512
SAS00512,Postcode,MK9 4AA
SAS00512,Technology Type,FTTP
SAS00513,Access Line ID,AL000513
SAS00513,Circuit ID,CIR000513
SAS00513,Postcode,MK3 9AA
SAS00513,Technology Type,FTTC
SAS00514,Access Line ID,AL000514
SAS00514,Circuit ID,CIR000514
SAS00514,Postcode,MK7 5AA
SAS00514,Technology Type,FTTC
SAS00515,Access Line ID,AL000515
SAS00515,Circuit ID,CIR000515
SAS00515,Postcode,MK16 4AA
SAS00515,Technology Type,Copper
SAS00516,Access Line ID,AL000516
SAS00516,Circuit ID,CIR000516
SAS00516,Postcode,MK7 4AA
SAS00516,Technology Type,Copper
SAS00517,Access Line ID,AL000517
SAS00517,Circuit ID,CIR000517
SAS00517,Postcode,MK5 2AA
SAS00517,Technology Type,FTTC
SAS00518,Access Line ID,AL000518
SAS00518,Circuit ID,CIR000518
SAS00518,Postcode,MK20 1AA
SAS00518,Technology Type,FTTC
SAS00519,Access Line ID,AL000519
SAS00519,Circuit ID,CIR000519
SAS00519,Postcode,MK12 6AA
SAS00519,Technology Type,Copper
SAS00520,Access Line ID,AL000520
SAS00520,Circuit ID,CIR000520
SAS00520,Postcode,MK6 9AA
SAS00520,Technology Type,Copper
SAS00521,Access Line ID,AL000521
SAS00521,Circuit ID,CIR000521
SAS00521,Postcode,MK2 9AA
SAS00521,Technology Type,FTTP
SAS00522,Access Line ID,AL000522
SAS00522,Circuit ID,CIR000522
SAS00522,Postcode,MK17 6AA
SAS00522,Technology Type,FTTP
SAS00523,Access Line ID,AL000523
SAS00523,Circuit ID,CIR000523
SAS00523,Postcode,MK4 9AA
SAS00523,Technology Type,Copper
SAS00524,Access Line ID,AL000524
SAS00524,Circuit ID,CIR000524
SAS00524,Postcode,MK7 7AA
SAS00524,Technology Type,FTTP
SAS00525,Access Line ID,AL000525
SAS00525,Circuit ID,CIR000525
SAS00525,Postcode,MK6 9AA
SAS00525,Technology Type,FTTC
SAS00526,Access Line ID,AL000526
SAS00526,Circuit ID,CIR000526
SAS00526,Postcode,MK12 3AA
SAS00526,Technology Type,FTTC
SAS00527,Access Line ID,AL000527
SAS00527,Circuit ID,CIR000527
SAS00527,Postcode,MK12 7AA
SAS00527,Technology Type,FTTP
SAS00528,Access Line ID,AL000528
SAS00528,Circuit ID,CIR000528
SAS00528,Postcode,MK19 4AA
SAS00528,Technology Type,FTTP
SAS00529,Access Line ID,AL000529
SAS00529,Circuit ID,CIR000529
SAS00529,Postcode,MK18 7AA
SAS00529,Technology Type,FTTC
SAS00530,Access Line ID,AL000530
SAS00530,Circuit ID,CIR000530
SAS00530,Postcode,MK16 1AA
SAS00530,Technology Type,FTTP
SAS00531,Access Line ID,AL000531
SAS00531,Circuit ID,CIR000531
SAS00531,Postcode,MK18 6AA
SAS00531,Technology Type,FTTP
SAS00532,Access Line ID,AL000532
SAS00532,Circuit ID,CIR000532
SAS00532,Postcode,MK13 2AA
SAS00532,Technology Type,FTTP
SAS00533,Access Line ID,AL000533
SAS00533,Circuit ID,CIR000533
SAS00533,Postcode,MK16 2AA
SAS00533,Technology Type,FTTC
SAS00534,Access Line ID,AL000534
SAS00534,Circuit ID,CIR000534
SAS00534,Postcode,MK12 9AA
SAS00534,Technology Type,Copper
SAS00535,Access Line ID,AL000535
SAS00535,Circuit ID,CIR000535
SAS00535,Postcode,MK4 6AA
SAS00535,Technology Type,FTTP
SAS00536,Access Line ID,AL000536
SAS00536,Circuit ID,CIR000536
SAS00536,Postcode,MK19 9AA
SAS00536,Technology Type,Copper
SAS00537,Access Line ID,AL000537
SAS00537,Circuit ID,CIR000537
SAS00537,Postcode,MK16 8AA
SAS00537,Technology Type,FTTP
SAS00538,Access Line ID,AL000538
SAS00538,Circuit ID,CIR000538
SAS00538,Postcode,MK15 3AA
SAS00538,Technology Type,FTTC
SAS00539,Access Line ID,AL000539
SAS00539,Circuit ID,CIR000539
SAS00539,Postcode,MK14 7AA
SAS00539,Technology Type,FTTC
SAS00540,Access Line ID,AL000540
SAS00540,Circuit ID,CIR000540
SAS00540,Postcode,MK8 6AA
SAS00540,Technology Type,FTTC
SAS00541,Access Line ID,AL000541
SAS00541,Circuit ID,CIR000541
SAS00541,Postcode,MK20 7AA
SAS00541,Technology Type,Copper
SAS00542,Access Line ID,AL000542
SAS00542,Circuit ID,CIR000542
SAS00542,Postcode,MK19 9AA
SAS00542,Technology Type,FTTP
SAS00543,Access Line ID,AL000543
SAS00543,Circuit ID,CIR000543
SAS00543,Postcode,MK1 3AA
SAS00543,Technology Type,FTTP
SAS00544,Access Line ID,AL000544
SAS00544,Circuit ID,CIR000544
SAS00544,Postcode,MK7 3AA
SAS00544,Technology Type,FTTC
SAS00545,Access Line ID,AL000545
SAS00545,Circuit ID,CIR000545
SAS00545,Postcode,MK18 1AA
SAS00545,Technology Type,FTTC
SAS00546,Access Line ID,AL000546
SAS00546,Circuit ID,CIR000546
SAS00546,Postcode,MK4 5AA
SAS00546,Technology Type,FTTP
SAS00547,Access Line ID,AL000547
SAS00547,Circuit ID,CIR000547
SAS00547,Postcode,MK10 4AA
SAS00547,Technology Type,FTTC
SAS00548,Access Line ID,AL000548
SAS00548,Circuit ID,CIR000548
SAS00548,Postcode,MK5 9AA
SAS00548,Technology Type,Copper
SAS00549,Access Line ID,AL000549
SAS00549,Circuit ID,CIR000549
SAS00549,Postcode,MK11 8AA
SAS00549,Technology Type,FTTC
SAS00550,Access Line ID,AL000550
SAS00550,Circuit ID,CIR000550
SAS00550,Postcode,MK5 9AA
SAS00550,Technology Type,Copper
SAS00551,Access Line ID,AL000551
SAS00551,Circuit ID,CIR000551
SAS00551,Postcode,MK17 9AA
SAS00551,Technology Type,Copper
SAS00552,Access Line ID,AL000552
SAS00552,Circuit ID,CIR000552
SAS00552,Postcode,MK3 8AA
SAS00552,Technology Type,FTTP
SAS00553,Access Line ID,AL000553
SAS00553,Circuit ID,CIR000553
SAS00553,Postcode,MK10 1AA
SAS00553,Technology Type,FTTP
SAS00554,Access Line ID,AL000554
SAS00554,Circuit ID,CIR000554
SAS00554,Postcode,MK12 5AA
SAS00554,Technology Type,Copper
SAS00555,Access Line ID,AL000555
SAS00555,Circuit ID,CIR000555
SAS00555,Postcode,MK16 5AA
SAS00555,Technology Type,Copper
SAS00556,Access Line ID,AL000556
SAS00556,Circuit ID,CIR000556
SAS00556,Postcode,MK1 9AA
SAS00556,Technology Type,FTTP
SAS00557,Access Line ID,AL000557
SAS00557,Circuit ID,CIR000557
SAS00557,Postcode,MK13 4AA
SAS00557,Technology Type,FTTC
SAS00558,Access Line ID,AL000558
SAS00558,Circuit ID,CIR000558
SAS00558,Postcode,MK13 4AA
SAS00558,Technology Type,Copper
SAS00559,Access Line ID,AL000559
SAS00559,Circuit ID,CIR000559
SAS00559,Postcode,MK17 5AA
SAS00559,Technology Type,FTTC
SAS00560,Access Line ID,AL000560
SAS00560,Circuit ID,CIR000560
SAS00560,Postcode,MK14 4AA
SAS00560,Technology Type,Copper
SAS00561,Access Line ID,AL000561
SAS00561,Circuit ID,CIR000561
SAS00561,Postcode,MK4 8AA
SAS00561,Technology Type,FTTC
SAS00562,Access Line ID,AL000562
SAS00562,Circuit ID,CIR000562
SAS00562,Postcode,MK7 6AA
SAS00562,Technology Type,FTTP
SAS00563,Access Line ID,AL000563
SAS00563,Circuit ID,CIR000563
SAS00563,Postcode,MK1 3AA
SAS00563,Technology Type,FTTC
SAS00564,Access Line ID,AL000564
SAS00564,Circuit ID,CIR000564
SAS00564,Postcode,MK15 1AA
SAS00564,Technology Type,FTTC
SAS00565,Access Line ID,AL000565
SAS00565,Circuit ID,CIR000565
SAS00565,Postcode,MK7 6AA
SAS00565,Technology Type,FTTC
SAS00566,Access Line ID,AL000566
SAS00566,Circuit ID,CIR000566
SAS00566,Postcode,MK12 8AA
SAS00566,Technology Type,FTTP
SAS00567,Access Line ID,AL000567
SAS00567,Circuit ID,CIR000567
SAS00567,Postcode,MK2 5AA
SAS00567,Technology Type,FTTC
SAS00568,Access Line ID,AL000568
SAS00568,Circuit ID,CIR000568
SAS00568,Postcode,MK6 4AA
SAS00568,Technology Type,FTTP
SAS00569,Access Line ID,AL000569
SAS00569,Circuit ID,CIR000569
SAS00569,Postcode,MK4 4AA
SAS00569,Technology Type,FTTP
SAS00570,Access Line ID,AL000570
SAS00570,Circuit ID,CIR000570
SAS00570,Postcode,MK7 8AA
SAS00570,Technology Type,FTTP
SAS00571,Access Line ID,AL000571
SAS00571,Circuit ID,CIR000571
SAS00571,Postcode,MK16 7AA
SAS00571,Technology Type,FTTC
SAS00572,Access Line ID,AL000572
SAS00572,Circuit ID,CIR000572
SAS00572,Postcode,MK2 9AA
SAS00572,Technology Type,FTTP
SAS00573,Access Line ID,AL000573
SAS00573,Circuit ID,CIR000573
SAS00573,Postcode,MK7 6AA
SAS00573,Technology Type,FTTC
SAS00574,Access Line ID,AL000574
SAS00574,Circuit ID,CIR000574
SAS00574,Postcode,MK4 4AA
SAS00574,Technology Type,FTTC
SAS00575,Access Line ID,AL000575
SAS00575,Circuit ID,CIR000575
SAS00575,Postcode,MK9 2AA
SAS00575,Technology Type,FTTP
SAS00576,Access Line ID,AL000576
SAS00576,Circuit ID,CIR000576
SAS00576,Postcode,MK19 8AA
SAS00576,Technology Type,FTTC
SAS00577,Access Line ID,AL000577
SAS00577,Circuit ID,CIR000577
SAS00577,Postcode,MK8 3AA
